gene	S0	S1	S2	S3	S4	S5	S6	S7
CSDE1	0.023351784886907128	0.03167644127800021	0.015790729905006608	0.025951274912543152	0.028463943668967658	0.01676005722918292	0.027656992898403326	0.02848564706917219
TSPAN2	0.039089111813871216	0.02132840827271821	0.011749252530947876	0.024767896733681443	0.025306841283285156	0.015509333811660834	0.03695722954844053	0.000532720464981059
WDR3	0.029329464426924107	0.027469966309411963	0.03799875427953896	0.008992665511213443	0.0191505498931797	0.018700171622934327	0.016913839083923028	0.016875957755224155
SEC22B	0.030232390198542743	0.023454417010115677	0.021388858752159637	0.01572776360620465	0.020050915550757827	0.023256414558298816	0.045141120434910816	0.013649152318470133
FAM72C	0.023844518796219252	0.01671117104815813	0.04806156813794206	0.020593020561334358	0.0300242032527361	0.009595273327962584	0.01439305561058582	0.02614899291725129
SRGAP2B	0.032530271294643025	0.009624135220092377	0.022352303630079562	0.01681940576800516	0.03581311949104312	0.0225032217482774	0.029440621068340427	0.02973347187557689
NBPF20	0.02278100973901553	0.040465931546740094	0.019478022360034708	0.019400525000565477	0.023385643465498804	0.017823213768219163	0.02225642915664116	0.02160773848578021
ADAMTSL4	0.008586766807143388	0.03336560752736323	0.02670297383059841	0.042872274337100724	0.013818464136357733	0.00827278238749021	0.03926024809010592	0.05188179302207379
SELENBP1	0.03579490769279039	0.030033580347899692	0.001743844141440726	0.02457092872244455	0.019401300984837486	0.013525965325593726	0.028838845064705212	0.030058609625472906
OAZ3	0.021362493159382333	0.04720029870970646	0.0072721593280812786	0.03003323057354313	0.02009516763968643	0.007543252447686111	0.0279797676097388	0.03079033041973499
C2CD4D	0.03145497197516761	0.006918796571236584	0.02544681442480267	0.01580753447859049	0.036916079273354906	0.03817395549069179	0.015259355074799572	0.027234693841212892
PYGO2	0.008525421219402498	0.042555212060242896	0.030225992147676996	0.02813668564610222	0.011592664320674925	0.01512461959562644	0.04103751129477518	0.03728993138063816
LMNA	0.027288423216101306	0.032528119733665255	0.005792664277160935	0.023402371324893673	0.03177231553977127	0.04512005761286887	0.020921340600995184	0.0
DCAF8	0.012000756745898062	0.033558927773860714	0.03152588548768589	0.031543747364090824	0.018295487473495096	0.011181567469234807	0.04364545726836442	0.03245343315392873
CREG1	0.0402656323456348	0.011763764061035867	0.01761061149243588	0.02439667879350829	0.01630271843977608	0.036201206022473106	0.019981412849374408	0.008039194169274361
RCSD1	0.030125888764661508	0.0038133498713929905	0.038280156232719104	0.036946867567975786	0.013308345494339598	0.028623615662614624	0.014112080593990552	0.02501308166851907
SUCO	0.038121062135406204	0.02064869111053741	0.0161218848900103	0.012419643623794219	0.028686703482927827	0.03388417759629673	0.009599021526496406	0.012913804514365914
ASTN1	0.026467122292319466	0.04207066666919385	0.009249502980954467	0.034528136541471084	0.02512988963485986	0.005599983776435268	0.02841675994819082	0.0077431140209815175
RASAL2	0.014133726817032692	0.041246581337194714	0.030014424447074008	0.03286716438818416	0.01592317038338011	0.013017951488715073	0.02267610094787402	0.025864906241469626
FAM20B	0.013755129970693433	0.015455439572447868	0.05323879198664062	0.043667950096622964	0.007485164957172169	0.009844966354330993	0.024668221433174133	0.0407111768110925
CACNA1E	0.0060860380428879955	0.038500510413709006	0.030745182854740535	0.022368994705194836	0.029182341773343803	0.02123543437532998	0.035308351207184265	0.038847287236988326
NCF2	0.005784644856156349	0.036342796729467275	0.026950174178629833	0.026879452515765793	0.023458445020674606	0.033910173741275154	0.04169949008900109	0.031037921925107875
TPR	0.021951997313570254	0.04086370116139928	0.01572039141860313	0.03645421430578156	0.013171093662237733	0.021311113029211858	0.004670192162711298	0.02947119452408333
PTGS2	0.04325676280091648	0.015131091399884453	0.011166316903987984	0.01892535444260131	0.03407041263355242	0.030232037374686903	0.0011550431233760567	0.01213789618785068
CFH	0.01478202673940196	0.03730633271624192	0.020400373236693768	0.008307830270745267	0.03875893711530269	0.03901916393687951	0.03721321531818237	0.01410529442251867
ASPM	0.017848770637652348	0.042901992832222006	0.024373027784141226	0.03403695625350195	0.013110937654673195	0.011126886586388949	0.020776662685475893	0.025121628142477724
KDM5B	0.014518785098195649	0.03933630320778845	0.009682265114181325	0.04636619646653013	0.012577715981966657	0.016916765098471852	0.04347225242972894	0.029185614184631725
MYBPH	0.007638151524111428	0.02905012114141321	0.04752913701384707	0.027446980130471477	0.009678521293891802	0.019837502686584952	0.04824147701663907	0.030285707813089306
PLEKHA6	0.01243253962127628	0.03928904294177832	0.010281822571052032	0.03260387893565435	0.03139510248852134	0.014964114596876835	0.0315842275654118	0.04740769093305444
CR2	0.022701029608119566	0.04097870367143779	0.020184719009976385	0.008956810645142697	0.03314716081019102	0.024928867700656304	0.014312691737608763	0.02089815480027543
VASH2	0.008678314062371012	0.04341199926089001	0.03693973786957811	0.017059115854840424	0.01258224817165336	0.01688902108558101	0.02671431051909662	0.048230580972886634
SMYD2	0.03304624575238213	0.036299261291056706	0.0	0.029798324073213225	0.020209453061466907	0.01711296377786671	0.025551352353393522	0.018663387770010944
FAM177B	0.00402725412233758	0.03760715950331348	0.03697099046253743	0.03074699553871475	0.0070145626570897145	0.029643474744875335	0.02952097654978747	0.04672308565745295
LIN9	0.03279321382355791	0.019317690513383574	0.027420980082386647	0.012135185329694273	0.040982703090802375	0.013787156216948458	0.01676034125936659	0.01860786762187182
PCNX2	0.022406265508617296	0.024894925056438533	0.02278745111602876	0.026303539586044825	0.028209259333701716	0.03718257433090608	0.019268830277522953	0.01607929167594462
LGALS8	0.027283337417026897	0.015249425525244437	0.0313458934161275	0.01942756914261951	0.03648703164728515	0.03179491893711673	0.00543654999119517	0.0226657719711277
EFCAB2	0.022963968676016563	0.034609077424243365	0.014324867249479416	0.040257869399367964	0.011028830634549945	0.004763436772916627	0.02817712424564753	0.04066171792143777
ZNF670	0.005650740442438228	0.02918480185080409	0.0369212405898511	0.025578512645489142	0.023505819793046934	0.035680228825807535	0.045632070947276324	0.02520422851926623
ZNF672	0.01814094221706471	0.04290656453020709	0.020689638077288477	0.01286985542945575	0.02610297705863815	0.03817639658906855	0.01187047488486001	0.019982701829098816
ZNF692	0.019649304540059174	0.029880936030868374	0.011066283558383464	0.033581299983223	0.03479901484417262	0.027731664111979106	0.024845249345367623	0.024469566971528908
PGBD2	0.005597603272034943	0.03679057406250949	0.03985204446489115	0.03519266524842893	0.022575782027719538	0.009202378883540054	0.029396142793280115	0.03670365501034807
EIPR1	0.022892988422810737	0.03893737116111007	0.019899819758314216	0.01891744938357802	0.03175482696971845	0.022144201852103897	0.013322812843188515	0.015825762413190708
TRAPPC12	0.008681048442281082	0.03338863936982701	0.03290128973621681	0.04809370068659146	0.013001401165687185	0.008987419305203036	0.034043927045422036	0.035196490470072624
ITSN2	0.012204921057100776	0.04309105215874362	0.024343348613020687	0.018719121434496368	0.01690851490820304	0.02877593065233389	0.030512149703992228	0.03379064334283326
CENPO	0.014560113965172674	0.04087477900023506	0.010940783501401383	0.019099146222376028	0.033313898174902226	0.012362276224691347	0.04846309146234617	0.04036009245835297
OTOF	0.02499094770966656	0.04423799779572717	0.01781539814962321	0.00205914273755292	0.03995385127553645	0.0104345466712657	0.012719354594258643	0.03103177627011673
AGBL5	0.0202571333476595	0.03492402950850461	0.015596823382913882	0.029157634180964506	0.024708444097748024	0.017202960490419212	0.042753207185312156	0.017397597353387948
KRTCAP3	0.018643164632502405	0.03305945448739771	0.007592363771634554	0.044457922217656196	0.034265384571417194	0.026489719524389804	0.01655607845742264	0.019331181210379564
IFT172	0.02084925256592515	0.030298135488591973	0.038153231292892095	0.017496720172734397	0.02374437219567366	0.02828348996427802	0.006158475251825958	0.01949786890056111
GCKR	0.006803928247995393	0.02833529764860293	0.03989676495884602	0.03209677970082263	0.024507104048220617	0.0395736800108472	0.01448150226745385	0.02847532225268326
C2orf16	0.024934512972529854	0.04203786199266901	0.017626143033435383	0.01416348495690012	0.042766224584253235	0.009970334354753271	0.00804041168156927	0.019162188828234207
DYNC2LI1	0.011750430728130956	0.038898065538582105	0.010769868330898545	0.04596968782551361	0.02391719038655971	0.023180241990514015	0.03014944639645901	0.02846147210704048
CLHC1	0.031868139664513656	0.009594329904428829	0.03573107718152684	0.009096993060774324	0.030527463762927788	0.03497107626113179	0.021104481387731005	0.015534325351055714
CCDC85A	0.018210180728921277	0.03886471617776004	0.02593005032143844	0.008629205783893175	0.028479745175510683	0.009969868967169606	0.04291808845962522	0.03204930071920856
CNRIP1	0.03666376877263333	0.012749039103988311	0.017196807962797888	0.02913989944279212	0.02412204388670316	0.03309813897785804	0.027673928339089486	0.0
DGUOK	0.02638490996117173	0.0037502144225573493	0.027963998926281194	0.02977216891446237	0.0187114497509594	0.04567908111544046	0.03258926854649453	0.025811718116983125
MTHFD2	0.02462398571204424	0.04615474330715996	0.017667234967780637	0.008855687803715536	0.02536800434358717	0.0171528498280022	0.021827823763225767	0.019211155063263232
HTRA2	0.03547883757796004	0.010370214746420412	0.012774263089827211	0.018841181484488153	0.028702708453496414	0.04230057787912401	0.014323478590950295	0.03009029169952949
TACR1	0.0372502652915936	0.019188406947285946	0.016691327880859388	0.02334207652685401	0.010733341376917449	0.02671747827346523	0.004051739643858159	0.03954201304724197
EVA1A	0.039266103314654736	0.01873590935377711	0.028679011775421086	0.010248518420059909	0.02364848855603782	0.02042484573657109	0.011205575430607335	0.014440269692326198
GGCX	0.03159920555084794	0.017031311972196535	0.029066111231038735	0.01671416401389885	0.032550955731976944	0.016168250450640055	0.026912939662861124	0.016505551356624053
PLGLB2	0.02684969538748998	0.013208171111412634	0.044561029187310836	0.01720307379260059	0.0299989785796028	0.007623822436071499	0.03851424251779718	0.01551266168258794
SMYD1	0.03816943801515023	0.019573487781946272	0.01573885289495644	0.00661915090400166	0.03592030321845265	0.024061255267109505	0.008719185123486666	0.029717641541611054
GPAT2	0.0221638833056987	0.03246432484461401	0.016324737393908623	0.015493775024313544	0.04796137207552657	0.01108833100339782	0.02888148191318587	0.02677386346449179
ADRA2B	0.01909467863049545	0.03613125318131953	0.018141812069254318	0.02305725777186217	0.030205334505435815	0.03209900490189041	0.016602687328410685	0.02031713788087948
IL18R1	0.010418018615971622	0.041733337147079386	0.026863658836402994	0.03927355455143827	0.01604824699553699	0.007153399051769489	0.024380125489460728	0.04150263567935288
GCC2	0.03982649671067784	0.019379010055804745	0.006296610562286322	0.012591679997228756	0.03581265223216172	0.026125731317272718	0.028570865530087627	0.013051498521529765
SLC20A1	0.01662287960306263	0.03550275535485706	0.023527013473130732	0.022965015978002705	0.01677384041835001	0.03639044291034237	0.02073430651248708	0.03166919021962339
PSD4	0.03777487072395368	0.01206130185036458	0.02418902196334687	0.020156701988831346	0.033920092361519216	0.03541596830801333	0.008315146203755884	0.0
SCTR	0.017431105868750178	0.04435702813010788	0.023702021506131897	0.02394126868769641	0.036074313287576036	0.0003618904807348681	0.020013491625358766	0.02503568776781048
PTPN4	0.00814124458232423	0.020171557781038733	0.034386868572933	0.04152565655930187	0.02091234338051677	0.04670528404421081	0.006913520772589818	0.04274158345903113
CYP27C1	0.034955281825134576	0.012856413237220454	0.02801261891367639	0.03670349041832399	0.007947655114437194	0.025993956077455825	0.0033559065256742295	0.02507776580638637
IWS1	0.02238798608337505	0.006741582029443628	0.03549527933340346	0.02903241387349947	0.019595159278362723	0.039264135897943094	0.04503377099670445	0.015336577647766471
SAP130	0.02425006106371685	0.01741325275664171	0.048396250146880586	0.009110747057269702	0.029042671397246873	0.026007797126211755	0.018387422548333355	0.016405439039400584
R3HDM1	0.0012672187204209684	0.026851137694543586	0.047303897863342916	0.0434961366901557	0.013122495945268911	0.026839980111670034	0.045234687569252745	0.02400103250733713
RBM43	0.0010548615097497633	0.025728861272999965	0.037729278755823145	0.039461823824699344	0.011859575161886304	0.029679260237790096	0.05157770307913984	0.045745852013139084
NMI	0.01787321036949856	0.029434790130890856	0.008001315335169498	0.029323799989099734	0.045324193078211346	0.03361740109856907	0.017636910361748814	0.029943658741504696
TANK	0.011162429547039122	0.04679388616469217	0.02492784489680339	0.021382746572316667	0.02559864782084609	0.010991775337551555	0.027371843389745396	0.03782439093083855
RBM45	0.03048253760124202	0.022585257690644556	0.030645094211192592	0.023093513110717192	0.02320726684736854	0.010738827316984598	0.027016196253314837	0.012606511516546702
TTN	0.029969521316128282	0.014936765594523437	0.02257268245517994	0.029615746592132265	0.030910379739390287	0.011116797655369236	0.023499797303320035	0.032245764380258383
DUSP19	0.03220928131170879	0.015029497337778032	0.01046829191429924	0.020207312525166218	0.019680761541597546	0.030355652028979458	0.027564617247904887	0.04918668371303987
NAB1	0.03311058414249063	0.015705974558787136	0.020647884031890686	0.013555944420224057	0.038709357673780934	0.014218293943614436	0.028063530314935456	0.029576679187668445
PTH2R	0.008739607734930115	0.0279310104306566	0.04353117424422726	0.03159668894427091	0.027566372102315082	0.014953637262894705	0.031691542771319046	0.02804340642312663
CNOT9	0.021205706663613884	0.03333730111174294	0.019561485846294073	0.019569609558290773	0.03837048438111786	0.032255181593598144	0.006365164878217382	0.020592024682169148
SLC23A3	0.03380911296543644	0.006953159862989816	0.017587613260672673	0.045155919638982134	0.014072033447708285	0.027593996866648866	0.021823837705411023	0.02514550040611867
TMEM198	0.021939183390199922	0.03292471800862769	0.0009940503789374582	0.038657460674288276	0.03313988352935059	0.02554774106565179	0.03677786552740598	0.014167392072230969
COL4A3	0.012562126131399313	0.04601583057507712	0.01980289495935942	0.02471429666129481	0.021663005989063764	0.0082588717771831	0.038543387961665496	0.03797953329619033
SP140L	0.004576118178434805	0.042176634879424725	0.031267458277147823	0.020855465106229407	0.01623255882957277	0.028423083405777854	0.03277178361934409	0.04723236906014048
IQCA1	0.018186184918930454	0.017567725719816008	0.04240585886132271	0.02727942214170697	0.03196610916194012	0.01996365963964555	0.019877574435413832	0.025429431375616905
PER2	0.00009804417578411148	0.033499159170176096	0.046147552429136714	0.03272670775515447	0.018852732507941058	0.02734519521116486	0.02138645890020283	0.04531203256742045
HDAC4	0.02429740891751436	0.01636368430086909	0.0526450463454552	0.02582501731529336	0.011176983787200823	0.01234545552263442	0.022550383803521385	0.020855371660973353
OTOS	0.013355188928104045	0.019933007762083003	0.024336571072117133	0.03458742180311049	0.033777158268828676	0.030216636314389058	0.04800822366484291	0.021534430880226163
RNPEPL1	0.03009111804704584	0.01303654826663735	0.028649082371876047	0.014793544958007606	0.02056091654274373	0.03540435862064748	0.009060316947726764	0.04299841595007836
KIF1A	0.024980072682237738	0.007515244195271617	0.05444414493590556	0.024061919647492054	0.01557967524484808	0.02030423206749125	0.016234555624952338	0.02903010775839782
PASK	0.0291012470311185	0.007001089946992023	0.027151514057279103	0.03801979316876473	0.01398180316603794	0.038610316506044726	0.0059877993455710495	0.03483117840857139
ANO7	0.0058053790294175095	0.03505527420056525	0.04235976076043029	0.032522020776325086	0.02524388744111678	0.010384442732951665	0.03617721511163736	0.02774534190574598
SUMF1	0.002994980073040954	0.029018596975268294	0.044650531449478954	0.04718754702066809	0.002232373157431948	0.017639591272194458	0.042185798780438134	0.04113029583831629
ATG7	0.005598792591364205	0.032600609028501155	0.04363555683339386	0.025458896754001762	0.007214223186287089	0.01966326900364578	0.04087502123971511	0.05079271475012924
TSEN2	0.01712736334218692	0.01767069383199445	0.05226622168022662	0.029344246022537553	0.031720263817749755	0.0017190523989104377	0.025794430430897623	0.024469249420183938
RBMS3	0.00814196654298813	0.03831845199140594	0.03492666401366625	0.024807599121695934	0.028174064987644225	0.006674967694320499	0.022599007599603694	0.05148002625280839
TGFBR2	0.018082367038191417	0.030006169013631206	0.0359422556931897	0.02615678213265933	0.024415669033418977	0.010338635636115305	0.020299373259175538	0.03141036770564279
PLCD1	0.04219301722256482	0.024463845597227352	0.022160100742521824	0.0	0.04103802555265482	0.00007060506242348318	0.02122365388862779	0.014840640675394902
TTC21A	0.03221164554893348	0.00647648945257919	0.021808833635219266	0.030900689670243304	0.018190821992226845	0.04095767885179572	0.006718093849037728	0.037361673051942684
ENTPD3	0.0194350845898771	0.03793735089760688	0.031147828740692038	0.014571356985992632	0.021113945732951864	0.03133799640268402	0.012819069082199657	0.018522884510059515
SEC22C	0.021390862682755116	0.031554417748389366	0.02495823232131126	0.027049459396472252	0.014235007957287856	0.023980613158987616	0.02175529780134902	0.029564017786618945
SACM1L	0.031665955030745416	0.0037751740766284966	0.02047871454870867	0.03317616381445793	0.02402013123316067	0.03531601152859889	0.032762154148055445	0.021105402372994984
PLXNB1	0.041280678786192446	0.013366549793438801	0.016489995453808217	0.026269575713852432	0.025807812357410014	0.031042989542102037	0.0015489889626734482	0.01126762864981541
NDUFAF3	0.008481028133595327	0.032647298088776436	0.043793995600879855	0.03144849710320185	0.01491034311192798	0.026533396581451117	0.020986215908003338	0.028093596519867644
BSN	0.043740005107490695	0.02057046905056731	0.013345976409701183	0.017867377023585897	0.03172682453948816	0.02349504909763197	0.005706748346850204	0.0011851525217157596
GNL3	0.0029911092865984455	0.038608546045294706	0.030377630495198	0.03027849816503449	0.0017558881943657242	0.032973264919292575	0.04271018270804242	0.05330517645316299
ERC2	0.020154457493984146	0.022823527467514995	0.02765906619093152	0.021003527779907	0.016099098710972162	0.023455521881529693	0.054082565904550677	0.030069275797725743
DNAH12	0.010321623725872107	0.04171756070881983	0.022756081537960146	0.04027348670917357	0.014445741400001611	0.012757170737864079	0.020863508739088366	0.04648970209997985
PSMD6	0.0429326779570489	0.017418582467065458	0.0035510232248915693	0.019551205751831127	0.024329879202310122	0.025939567896874845	0.026657682072810763	0.017483487663020516
ST3GAL6	0.013287616522305383	0.030918100419715367	0.023059294731496087	0.03470285254907242	0.03866947575296113	0.01653543324726937	0.026106935324413917	0.028750326577435335
TMEM45A	0.008128734530445032	0.04332519732703141	0.032750219932910725	0.02199532633364856	0.017437314471390082	0.019741333226095302	0.033023113633458105	0.03559933259634065
NECTIN3	0.013610988841187518	0.0368313489632123	0.03661803821820242	0.03928235520842068	0.011362280148217739	0.0	0.02416920035491133	0.03738086567426022
LSAMP	0.026040420183155343	0.01249169859553264	0.047975261573923664	0.032651202211498295	0.030102202608122634	0.0	0.01480899774467877	0.021707982407831367
GATA2	0.00867928880911965	0.031195654042140197	0.04460319877235158	0.02260555076624572	0.03544192668782776	0.022847310141059902	0.021469204722151154	0.021542038485532794
PCCB	0.030531908849549462	0.00602685793908202	0.03588989503174607	0.022204494736383713	0.02977459327303333	0.03762733912580191	0.0005353029691546624	0.02497542756830925
U2SURP	0.019205110585436082	0.02689204143391559	0.02387840805286451	0.030007278834193716	0.02190881884673263	0.027422404143670177	0.021623686067214633	0.032616762329068905
WDR49	0.0192871043035392	0.045187776691779626	0.006202812842622793	0.0258538251930589	0.03026666557811345	0.011865999232945582	0.034049321389591346	0.027825372642913765
PHC3	0.001546868452094725	0.03305487611595989	0.048753626879365644	0.035229752556526314	0.014522869438906015	0.01250064381947512	0.03625758074192248	0.04293341822622843
EIF5A2	0.01122659942073483	0.0349623645670239	0.03833539738402528	0.025787412693386736	0.02920949180208858	0.022276789206639405	0.020544196699768015	0.019307702177449523
NLGN1	0.017694916566033753	0.0395338308016089	0.013855382271250435	0.04182460624270923	0.021399869188060264	0.013845063287269489	0.02029503751109466	0.028274584053026068
USP13	0.018330398250324995	0.039322195716982956	0.012088856309828075	0.028143369037086436	0.043025798610754014	0.005460915165335876	0.02664414206928181	0.029318594538869102
CCDC39	0.016803692664243856	0.019413733064649715	0.02148711263455607	0.0495287463080416	0.018785240844097214	0.027650524229929193	0.018368781539425366	0.04194203457421016
UTS2B	0.03320184804583676	0.015382679687036804	0.04414990282928204	0.00453718489037374	0.04046632838938523	0.009263113944128947	0.0124518334728661	0.014855095944900098
TNK2	0.019272341885829644	0.014571895969985718	0.052605067482618714	0.018232419959307095	0.031191715137526173	0.01583608479542169	0.027395701159446728	0.021354337476293856
