gene	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10
CFH	0.01483313923335404	0.03847155779289664	0.01663410912025033	0.0013633729657292013	0.04255148684702409	0.05372256287230468	0.03833621781567894	0.0072431992941812	0.017911326702374674	0.018408059483054764	0.02570471289581576
ASPM	0.009879302913247762	0.0468335442831611	0.02303886697830619	0.03171998378456938	0.016174150781326193	0.010836110154117418	0.010861041852027095	0.00868384149792734	0.04079954999325937	0.010712396537780172	0.04552725511532792
KDM5B	0.009614839343852445	0.04201432334383768	0.001242536861775026	0.04630102819992857	0.006112534136169166	0.01643982500190857	0.04615107588861112	0.019314589620683813	0.02847374553118095	0.03452536186500225	0.04137757399558063
MYBPH	0.01091842603181117	0.03093966587058249	0.052204886474239154	0.024454260650680907	0.009525609778128963	0.00990369916576067	0.05435797590927592	0.019252527354765896	0.012222640843957489	0.017475448398748206	0.031750213889789894
PLEKHA6	0.0038175888126074234	0.04101874795210974	0.0037673477986934663	0.030252105690839803	0.031621696026133135	0.011441264392235313	0.025980679891412648	0.047733180932504636	0.03836138478268441	0.030552394253321277	0.0402834029391081
CR2	0.0139195238060325	0.039731766764475006	0.01948676490368475	0.002370333851081813	0.03975884994160561	0.030495164926843853	0.003151987918404437	0.008727835981308392	0.02901734768637906	0.02027306877728294	0.05159224571781168
VASH2	0.005062683764223551	0.04933281734006136	0.0349496879532114	0.009519223260880814	0.008667835793817467	0.021987729873208555	0.021010199888047254	0.03980529952961028	0.034343047634060576	0.028959102106425254	0.02705798937031705
SMYD2	0.024450865424701176	0.03427100142774366	0.0	0.02930303405817514	0.017171029285203792	0.017613724050939233	0.017943270834111867	0.015399715847165122	0.03296819101028963	0.024153201457173007	0.04022792955283471
FAM177B	0.0026833085181973315	0.04077787365152346	0.03578619724148364	0.02653201461546952	0.0016332666896236854	0.03454240935541392	0.030357965514563046	0.03954850228005579	0.03281147107536188	0.028561384889846417	0.021294911677123753
LIN9	0.03535461368874179	0.02069515122349838	0.030802420137993784	0.011965553756244966	0.04317072398851931	0.001049812832610818	0.01283776935122933	0.026559557574562236	0.0	0.009552238138303913	0.019288518136135125
PCNX2	0.023266951865983054	0.024852001838161365	0.0224921026167912	0.025324411915727672	0.030053227626221316	0.035341815676557975	0.013752782052103032	0.009173289401326792	0.022773320313984737	0.015611747260399818	0.02193702688655209
LGALS8	0.030960176593436473	0.015409429214613352	0.032790438074344785	0.01879124385320829	0.036034481161978174	0.03255990699977124	0.0034426122202559726	0.030325481440416163	0.004437868809528633	0.020794961976771463	0.0003744639693223413
EFCAB2	0.016665699078553933	0.037869398604231094	0.008634709798088381	0.040150316608506945	0.004848198181043553	0.0	0.020267457952003073	0.02994275067808444	0.03126017221593816	0.030598274379238594	0.043537448926496955
ZNF670	0.0069312728674627636	0.029428251633132032	0.03897400595350747	0.02123466177843656	0.025128700104662633	0.03782788594613259	0.04598869366329209	0.013109633614290715	0.029314348547192583	0.01288693969312419	0.02847178133989115
ZNF672	0.01814643945102117	0.048293585455502656	0.016330562200392022	0.006481056836052209	0.022957824032744285	0.05663792713264743	0.007057615925357148	0.017911998218728114	0.014862552965060677	0.02529900724985712	0.013719778154081843
ZNF692	0.01737709184685657	0.030236209267784586	0.011003471110137365	0.039151072943649105	0.040532009170165924	0.020689312663168008	0.027159624883406494	0.0250976133719274	0.001548546007834446	0.004350985568745957	0.0427059669502654
PGBD2	0.0	0.03738771399784094	0.03466519197259722	0.02602093284779491	0.01868977663828223	0.00981595384096099	0.02572315079718306	0.01387809135910526	0.0371603553097458	0.05654787933192257	0.04296386104613433
EIPR1	0.015996348483208883	0.04031821484342823	0.016147940166794453	0.009810225744712282	0.03436248149043298	0.033098275826724005	0.0008841366189684189	0.0	0.042028346763797596	0.025159836816004432	0.033879268908585655
TRAPPC12	0.0	0.030690417328067616	0.030754891218089494	0.047718990461141524	0.01373952702294624	0.000590464387417753	0.030078327199507243	0.012936025414862213	0.04676579574491645	0.04018201264813285	0.04812887743787148
ITSN2	0.00924598223412957	0.04714985056578068	0.0196667744249669	0.00970777390551836	0.013718344182304349	0.043201226717219494	0.02700596996415685	0.02430433130998133	0.0314822496661689	0.02697348798421389	0.02872996283807624
CENPO	0.012268849992521437	0.04709259569542569	0.0015450465586708784	0.013992002982610871	0.032411589272448214	0.012320659755253018	0.049624660593207984	0.034618554956113545	0.03237532253327743	0.025220365450244808	0.028532149983589574
OTOF	0.015335892997161477	0.04682797964783457	0.01166895334364339	0.0	0.040112976497598846	0.01861216593767028	0.0007930938683083357	0.02411867390244966	0.04373884627246966	0.027949471083255198	0.03012965563801979
AGBL5	0.01894852872882698	0.03832183945531495	0.010405991456043075	0.025432991257740876	0.024333454608385766	0.015351472547278583	0.04065979843572236	0.008092880532388299	0.028490753561227534	0.016070049200778508	0.034679109720190476
KRTCAP3	0.012454609230396683	0.03367648484480589	0.0020071290358787677	0.04575389340305125	0.036448178681134445	0.031974577537772574	0.012249525453028865	0.008685387093616452	0.02171815519192179	0.035216323062834495	0.030934612130868348
IFT172	0.019721040718714652	0.030439190591559983	0.04302197635299984	0.014231865814086397	0.027413246667367264	0.033027278838089355	0.0007683631063133349	0.012391796735146576	0.01625131034814785	0.013636676563006907	0.021613990977904365
GCKR	0.0029619121283508652	0.02529397849321143	0.0426544830653173	0.030713102092652114	0.02811904782994165	0.05099398053479645	0.009063199082336623	0.014614682064564101	0.03146709375267634	0.025179149780360222	0.023928447688660526
C2orf16	0.016326122858955915	0.04553878383385004	0.011909651002161995	0.00568179032275921	0.04591493661107817	0.019469938956054336	0.0	0.0077416277211947515	0.031284639568231784	0.03384258595721571	0.03269373542477175
DYNC2LI1	0.0036259840182980086	0.03957941739414108	0.003395892209966428	0.04569116418848447	0.023803467385886262	0.0283280353406032	0.023795468388024953	0.018139072472645238	0.04407726720002334	0.030421546974127054	0.036398023709387994
CLHC1	0.04004403102297773	0.008835179149735627	0.03960155738584406	0.008436194821556192	0.029833544355903307	0.026619282895751842	0.02437711333348079	0.02560133467903378	0.0	0.009841042499634193	0.0016755662054769185
CCDC85A	0.017079043351436653	0.04282266667212424	0.02308543646874253	0.001232867441611458	0.026874150046077624	0.0	0.047278336417524956	0.031089979404879276	0.011852046944362057	0.02402525804940857	0.043275426124210634
CNRIP1	0.04112950169892017	0.008844271711100048	0.014695874205675849	0.031642791321076294	0.019681926563029948	0.03646095654062317	0.024930846785837756	0.0	0.01965900712259929	0.019261791702560913	0.0021202367055033963
DGUOK	0.03173933763329139	0.0	0.03146458445739975	0.0341036284142619	0.019061098535675624	0.03629863460865827	0.038534103859828056	0.03938285925305247	0.011839122487027013	0.0	0.011245923963186476
MTHFD2	0.018566498184541414	0.04958835521319802	0.011420928848168664	0.0	0.024428731239008884	0.026752281217577636	0.010577145701658151	0.005232292448009251	0.0368406836986769	0.030515847713989387	0.03575768868517456
HTRA2	0.037329223925096154	0.004250251158749002	0.011447053812604155	0.021643409402962457	0.025934444768013667	0.042018214123314204	0.018076073563513716	0.047472004379369784	0.009618567102903116	0.015089883694838352	0.009482344327075544
TACR1	0.03552516966893278	0.016845401560324172	0.014873719004280056	0.02413599473484686	0.0009065017296846671	0.02444231844428253	0.0	0.04928653236801204	0.019828048934190635	0.02232773749050397	0.02080784358706892
EVA1A	0.03960171959570759	0.01577889630559828	0.029361043871282213	0.007614953340442898	0.022697660149903615	0.017865039915849246	0.005055588873412172	0.021071799318996394	0.017901951965358286	0.01727799840768356	0.013917519330270155
GGCX	0.03136387298454989	0.014509809430093803	0.026489572717069105	0.01306425887645035	0.02675916776874599	0.008975264893457935	0.035308287336292	0.015483451319820924	0.0	0.05023446313094804	0.026305682352413973
PLGLB2	0.028193627827007548	0.009265959931405264	0.04429715038175712	0.00965110677223008	0.02440768736306456	0.0	0.04656398228037278	0.006081269648180903	0.023258512732148764	0.04634745931191612	0.016284346672394662
SMYD1	0.03479973018169065	0.014754641840334835	0.013958028866618734	0.00406766715729998	0.0353072856267618	0.021867418108929036	0.0029330591007245884	0.037482357437011844	0.02055809124497053	0.025274218005903605	0.023513462851188147
GPAT2	0.01796709060055254	0.035789895343329076	0.008719555872171252	0.009687841903354878	0.05150978075863192	0.008723467644832438	0.022256419541830795	0.020397312170270767	0.03703492860584177	0.030608102132670036	0.02308243515418254
ADRA2B	0.01533412465990931	0.036192251308003874	0.012534745700191773	0.015400740305809891	0.029917833408608197	0.05160725663322705	0.011457590515577666	0.009153736204245564	0.04292377425711656	0.028877664901736627	0.013345381508031724
IL18R1	0.0	0.043283273752301135	0.024543087497995327	0.03668629500457775	0.017673536671964855	0.0005267168952115876	0.016011676553616985	0.023770650876793604	0.043357530364662056	0.029005891772890643	0.055753996454539864
GCC2	0.042411888555344945	0.01736628068440649	0.001226081495672065	0.012173261642298708	0.032080028714804726	0.025115864586427464	0.034021345366272084	0.025884543255085424	0.006012097300259582	0.01620098001330084	0.014834218444729853
SLC20A1	0.016587225813899494	0.04029112348281399	0.019257015325820775	0.017858586723606285	0.010216768419003484	0.0505578762432847	0.013971774985753532	0.02863155527833392	0.03401931707162809	0.023381036433912546	0.008728199896359317
PSD4	0.04004036650087586	0.007092111965505969	0.024600134078830556	0.018891510897358594	0.03411461106345484	0.04367573464803744	0.0027420927767481664	0.0	0.02219771669566326	0.01683826699701028	0.0
SCTR	0.009672945323712427	0.04905311078290084	0.017072892012796187	0.01755435058428124	0.034302250302633085	0.003927866214227339	0.017358326583922435	0.010576010123507873	0.01875203891104457	0.055364109475114186	0.035488962021366574
PTPN4	0.006030464778919776	0.016656982069850904	0.03758705560137023	0.04605626204617581	0.02174840819438957	0.04864652108040837	0.005683299085570107	0.044603802612567585	0.0050811866483776134	0.032849356492414196	0.023084441190845073
CYP27C1	0.033366467766229424	0.006976382574830948	0.0304650229052588	0.03985800802713606	0.0	0.02257307343557088	0.0	0.030322132027583024	0.01858505140897107	0.029489866857070432	0.014609975374243238
IWS1	0.031402231470364216	0.0035634004963544887	0.03923839353751881	0.033011105999208014	0.021295369717108686	0.03131931007282198	0.05231476839973997	0.020118634546595425	0.014859436799103976	0.0	0.0
SAP130	0.02875752398252137	0.017953325818696405	0.05327835835773442	0.002279205856310799	0.027890115934806434	0.027633531697118463	0.014817182573560937	0.012681854392359988	0.020608130562298127	0.01527864112915515	0.003735892930829182
R3HDM1	0.002336037520296213	0.027390392129864213	0.05050416702417417	0.04323407344788777	0.013125517149588359	0.02499523073203233	0.050991056712812274	0.0	0.020229141395700364	0.02552305897953976	0.03282113807727338
RBM43	0.0004743277788894899	0.025666461287572367	0.04096051553764189	0.04325371810830003	0.01415203368236599	0.01455657468654494	0.054075305908426706	0.03803091909448792	0.02606875778004339	0.004154329969444389	0.04617131905054931
NMI	0.012264739099107243	0.026647480499907113	0.0022338813424666393	0.03169101825946344	0.04887686661603221	0.03896819568809189	0.017970982089204984	0.0277539473671332	0.01559153631553927	0.036929351406283645	0.02889324506532934
TANK	0.004978457757499479	0.053026866612583726	0.01721750974199339	0.012399549735840324	0.020551519741024385	0.020137484973214707	0.023937468638287114	0.02443956457293115	0.02902248633286582	0.05128502613615738	0.03106543606043099
RBM45	0.03140994488415414	0.02332047030805717	0.030152061700670276	0.02237609231629352	0.023559602827219257	0.0066391104617938845	0.02530709517245593	0.010114971063033391	0.02550635349092562	0.015556730483647346	0.009434499210431808
TTN	0.031040797687022625	0.016216566312097537	0.021282571198513275	0.030247184255453113	0.029100585140787474	0.0007775333329362847	0.018377325432860938	0.037927079388784014	0.025791443669045507	0.02217266304602206	0.0030968818487234003
DUSP19	0.03294246198319845	0.01168601715935898	0.006621884530772038	0.02360145704695027	0.015346182563020103	0.021126560685159373	0.0315648339260408	0.06680147486918292	0.025165020465004687	0.006509412228419636	0.01692883705430547
NAB1	0.03533831407139696	0.015758261741523935	0.018223010065237705	0.013410674475516898	0.037204385146253446	0.0	0.031217299187163764	0.0376387097849018	0.011831601022007874	0.021778750933598205	0.014514823165637748
PTH2R	0.00905910656281718	0.03221965714600932	0.044936841364852445	0.03067670257987465	0.027373300742201276	0.007587094824753213	0.029378475274947836	0.015614573711372948	0.0263933588715703	0.023212444158427596	0.02035643212521903
CNOT9	0.015240962462043407	0.032524885041832104	0.016637487508792143	0.017462395821699946	0.0407421970782151	0.04124390078404627	0.0	0.01663768378224132	0.023945107896452118	0.027707668804994413	0.028306807547952877
