gene	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9
HPDL	0.034811517162299584	0.02382060032381236	0.011282578672522702	0.017554167725813998	0.01804211212417783	0.0015826704792113403	0.005443266061429487	0.0	0.0040763844149237305	0.02709498201760044
NASP	0.00002507114845936266	0.02844683512230223	0.03355889164490665	0.014297225643968214	0.013458687944267028	0.02853988319196843	0.0	0.011856374222589273	0.006406942716558179	0.024055020208403066
DMRTA2	0.0022366820885217297	0.009218524599043416	0.025602391898139024	0.02194605387213945	0.004452726698089712	0.030634840093418127	0.02149765007313527	0.01912155516113676	0.00952641940383483	0.007823014980034043
TTC39A	0.0	0.011621821399113	0.03435173158219463	0.037386436312250054	0.0013938522026444907	0.00278173239150264	0.0024991376021230643	0.029116419267839068	0.014511513891808337	0.015133873808145116
SSBP3	0.04433559222706439	0.02666480440270962	0.010160248359203686	0.0	0.0	0.0073862776800725245	0.013888039090338224	0.0066149462504918885	0.0013526240462804532	0.028656375769568674
DHCR24	0.030696987377413512	0.0	0.021041134432672862	0.010389896679939076	0.006548075523081539	0.010893628944686795	0.02709747066685683	0.008453513189407054	0.009285217394864612	0.011499926656718796
TMEM61	0.04598676659781282	0.02314565345910624	0.0	0.0005612328915862305	0.0	0.009157232434549342	0.02699516623248871	0.0	0.010403367067691197	0.015925320101660274
PCSK9	0.006504979220262519	0.019881307140602687	0.028026399471610564	0.014058216655765942	0.013206102019182804	0.027225325686457337	0.0	0.024016011810022216	0.006080434304122523	0.024154234327367394
DAB1	0.01712224533994616	0.026598981738451943	0.02423660035912968	0.01926143272571482	0.0	0.02851425721830078	0.0	0.011264984380486452	0.016203049828578717	0.014920761864176702
PTGER3	0.033837614320289394	0.03492955284965467	0.025221692788157977	0.0	0.008728062393097197	0.017932350089279757	0.0	0.018543901220868842	0.005822075316401499	0.007797544930399263
NEGR1	0.004775084383977695	0.014460031792637109	0.02514127641269295	0.024305565266542935	0.013320345147615976	0.008035856131752263	0.0	0.030560110116850035	0.020962136211426865	0.01273746018108824
LRRC53	0.00393192169805893	0.016833191645599446	0.03826935210629668	0.030709016771500983	0.0016213239739553543	0.008627706163411472	0.0	0.023927957344369654	0.009186923420656181	0.01871203587955498
SYDE2	0.0	0.011710015567319054	0.015272479676791276	0.03288440794211897	0.01982752969862593	0.0	0.004747734206202872	0.025428400192369194	0.027210894181498503	0.011800528283734063
C1orf52	0.007963500537106778	0.0057944762644731255	0.022502808987471635	0.01886306041962717	0.012536071046240337	0.02786009688802831	0.0034274293360809466	0.027116645306365258	0.0169843591035131	0.019202847936780305
DIPK1A	0.030552679015422232	0.004429444028980892	0.019900980131414923	0.003896522492180447	0.014916523070640092	0.03360240818641695	0.00187994902456202	0.025116639151510738	0.019005887323920688	0.009626303608400062
FNBP1L	0.0145606660626418	0.02228033831737414	0.03428893017171249	0.019149180320026	0.00039775825576419423	0.02766996293650868	0.0	0.029739924446577592	0.0061977422582259484	0.008233309807977483
SLC25A24	0.014225641024145837	0.009362944538239682	0.023117521619332122	0.019151452785920668	0.011429546221077171	0.011296779992768262	0.0050888986202668116	0.02699226228518874	0.015064275683333737	0.01650091026491928
STRIP1	0.022947899160005926	0.023807113177390482	0.0	0.0	0.0	0.019947388549833134	0.03357600933015423	0.0	0.020902505964860787	0.012901654034065931
CAPZA1	0.005395294492102978	0.021698487082928992	0.0095948566027339	0.00040061915847077297	0.012474558316181196	0.02050545512891748	0.027316001425996765	0.0	0.03327169126754866	0.006102280429628422
LRIG2	0.009765057173251348	0.020231765135139374	0.009309512710746919	0.028387438619985928	0.0024290547553452034	0.007325680202946575	0.009118310563117632	0.035352868000617536	0.010742832942419404	0.01771050400445086
OLFML3	0.028341090370212315	0.028522311945078555	0.025231418351321432	0.012004247325667648	0.004479071189891856	0.022928043763729818	0.0	0.006599122176159035	0.012570011578578186	0.01195409384627537
TRIM33	0.013876138521530678	0.0	0.02055128545169304	0.001501038816906818	0.03765494154791472	0.03192306857041277	0.02627503690195783	0.01172459012797868	0.009851062746527401	0.0
RNF115	0.0031913498537718943	0.0	0.007779143364976603	0.02473143360524701	0.022384253439652963	0.0104566355192904	0.03468701694507613	0.0064691306603394455	0.007807921285535145	0.02222002148612326
CHD1L	0.008465896498578571	0.019761085279922087	0.011355315372425649	0.005644780201548842	0.022692084878978773	0.014964261281457263	0.01212590971197183	0.02483660663909469	0.003399707779442088	0.030112948040242678
CIART	0.001215407970177262	0.013371090468871277	0.015801067179822954	0.022375998591259487	0.0032678386955447784	0.026431915965910824	0.0302541261684388	0.0	0.013387957215630492	0.01628378212250154
GOLPH3L	0.0	0.02284545510607944	0.041668711908039606	0.008991035650932287	0.0033890478946006206	0.016972875201108732	0.0	0.029944405113238176	0.018998268877827434	0.010754347281474529
RFX5	0.01286778997884028	0.0	0.029522454894137476	0.024574274859543936	0.029666982265017055	0.03967740951798482	0.0	0.01296918623310302	0.011307037761625957	0.011352901862099762
OAZ3	0.0053994290726720314	0.031079029540837588	0.030670628540878448	0.016616791938102258	0.0	0.017601008376041515	0.0	0.017755993223721164	0.016138385352865617	0.016563024366378874
LMNA	0.0	0.01281267162532883	0.029377476868112335	0.03430215693609076	0.019568297087169444	0.013622889472116213	0.0	0.024030407712447313	0.014208814908872923	0.01100942057902359
NES	0.028604938963682717	0.02905954292854446	0.019867883319326672	0.006609442722931747	0.011107980812402019	0.014830793852432935	0.005144757964216923	0.016597707874449964	0.003781421698907912	0.014130152668063127
TMCO1	0.012589527719474107	0.003716214591434552	0.008158332916094573	0.0	0.0	0.028832861983716478	0.03820910305938446	0.014584648058172606	0.023112623432919657	0.010390080216150514
RCSD1	0.002415928331286871	0.0005562343495376992	0.007569336367961767	0.026383846358545186	0.021153499533123916	0.015610724612239604	0.032799737858258814	0.0	0.010870749547989531	0.02431652459891125
SCYL3	0.0209928916123717	0.03476965922438736	0.02417454832804163	0.025467331558548814	0.0	0.027688986929705905	0.0	0.021339896903827194	0.002393353893517366	0.004490737471124722
ANGPTL1	0.021675324574156368	0.03052042906012662	0.012007385737432737	0.0	0.0012938080938081193	0.01642850579685035	0.004300125078089432	0.023068449075315516	0.019855319388510543	0.020085122292486116
PTGS2	0.012077862192314924	0.011917118037856566	0.0085794131808425	0.035114635239756754	0.010573733984191326	0.0	0.02501944279143453	0.011776286421294609	0.0009604664227673262	0.023510773142911476
KDM5B	0.0	0.03442595821501935	0.031641887960165885	0.02724442134895157	0.0	0.0070410889014262575	0.0	0.017397347226371433	0.007735348742861657	0.0247737022164306
MRPL55	0.018872895479649817	0.0	0.01868180214830096	0.0	0.01937655865945652	0.01658887896720976	0.022466240875750502	0.021421308826102315	0.012195451386401922	0.01748608387291185
KCNK1	0.01020380608109409	0.037392951173797	0.017926468680804806	0.020985966110514707	0.009894194271506389	0.03379755745719178	0.0	0.0006457637685369812	0.017161148659005664	0.01234736597119955
WDR64	0.0	0.026044652734785075	0.03850439128507333	0.02273674191982266	0.0018519182751470878	0.01026838793665459	0.0	0.01503928296064327	0.016092665873206548	0.01856710008941204
SNTG2	0.020901490613074152	0.0277017823588777	0.0	0.014092930106245667	0.0011868815048862878	0.002238103476291585	0.009041989549236056	0.012678230235689198	0.025266839729586772	0.02731987329236275
KLF11	0.018790164842530818	0.02005410561813827	0.04158660213048468	0.003529786795789177	0.0	0.03524472445399983	0.0029284497043484225	0.011172300240949654	0.010408826844038712	0.012948622189129178
GREB1	0.04100799862441356	0.019235825871301168	0.005658746391090455	0.0	0.001963961224422183	0.014093700544300428	0.022400691361846782	0.015263965845581583	0.005295665565237948	0.014789757271202122
NTSR2	0.029400325397645748	0.014777855834348777	0.0013662849676119105	0.01196808567022638	0.013193771727219243	0.024967671709749017	0.016535020130275913	0.0	0.020192978264758105	0.016082386879582702
CENPO	0.014186430187965221	0.01393356070418127	0.009473257772141848	0.0031381837438613095	0.027003501592603094	0.0052039827565901	0.003293596029021509	0.03289815828191479	0.02658785857146491	0.015505768215206283
ADGRF3	0.028594953672750303	0.016662836622593047	0.028719490958741208	0.009360766587028719	0.004435749109389928	0.02169203627238416	0.003719119352267795	0.013975342524548745	0.010440034532495934	0.014557780587499004
FAM166C	0.01915454386240314	0.023527003817819993	0.007500858321199071	0.00305575560696425	0.015022242095506157	0.010763707481842069	0.019770040579680362	0.011393118795232157	0.027400095710287394	0.0
KRTCAP3	0.002267692194938986	0.018451580668321768	0.033186103991179126	0.03572278664307316	0.004856050963669331	0.0	0.0	0.018898123771153203	0.011479347871494358	0.02387063283786512
TOGARAM2	0.03374350302346456	0.023319347763685546	0.0	0.013127968749323767	0.012087946079846609	0.0	0.020233449037255925	0.01724937730522501	0.01382385930091341	0.003058782523802847
PKDCC	0.03081721974511522	0.031187952456367414	0.010132774473986132	0.005536073876017537	0.018266373327539737	0.01214218047035745	0.0	0.01684539428111364	0.016970875657076095	0.009342365329366123
HAAO	0.018329237081590392	0.021833690376531264	0.021926778720866298	0.013633395487406948	0.012956320167007533	0.0003880107744076855	0.0	0.022598456133910063	0.02109873394296509	0.01416091266781806
DYNC2LI1	0.0	0.02835350298940371	0.03539123653867511	0.014903814697407211	0.0	0.018514550781877886	0.0031909404110552005	0.0060031025090260095	0.019914715356737056	0.022329591636861077
ABCG5	0.016449429311880738	0.0341593456191763	0.010877463509068095	0.013809555761631122	0.004716072202907117	0.010034975722618545	0.01828203157934232	0.024303861841474456	0.0011955022366497924	0.009283437578356405
CFAP36	0.009656002315900499	0.0	0.014657692792255862	0.01228934499187497	0.019084919889236926	0.0	0.029365151427102686	0.02789903492942335	0.004725163987460877	0.021005365447818943
NFU1	0.010638260228374725	0.03648313743999958	0.02248982005890901	0.00013117957032707936	0.019904076475539764	0.03678971586152314	0.0	0.023120365662766165	0.002462026934437733	0.014497318641948692
TLX2	0.01816503010771927	0.008956799118069014	0.0	0.0	0.005300766553132459	0.00993943304279987	0.03903811552353881	0.006438916842797626	0.028679701062000646	0.011578001579066053
AUP1	0.02781962825925318	0.018315495156978886	0.02096594458225704	0.0023331749501860556	0.022031376620199578	0.03310472975294925	0.0	0.007460630444964804	0.014088250569269274	0.015003166824326699
TACR1	0.0	0.008192321068643205	0.02955488781440181	0.027405167129690006	0.0	0.0	0.032135311547821586	0.0	0.007931992409352452	0.022954667211702702
RNF181	0.00916501267002925	0.031665628055246184	0.020782346887225675	0.01509724063509597	0.0031646643561484265	0.007303741872424392	0.010113304049083238	0.0	0.0338929961644153	0.00476592927358681
PTCD3	0.011001879360125639	0.0168813352052327	0.0048649052391238675	0.002501170838222853	0.009407756044333243	0.013561154511447774	0.03895112426031409	0.0	0.015019585740566303	0.01863129981884684
INPP4A	0.010880062159116551	0.002069317589647012	0.01639512099291315	0.019615016854036514	0.009801346190694742	0.013818711854454515	0.0	0.022122724833390024	0.03223102050800196	0.028329623070199025
IL1R2	0.0	0.04068657211473723	0.032009255149894805	0.014895370394509102	0.0	0.004700271041472116	0.000586707050972684	0.009754183411504209	0.023026361756282594	0.01616659343958104
NPHP1	0.01336595526433797	0.01433828932651641	0.018145891282432842	0.02481033064146603	0.006864632022855392	0.0031119294228839143	0.002391164475779431	0.025407844085806725	0.028514955994965476	0.009555395300834614
IL1A	0.00842684055125378	0.02282883785035406	0.00545530005520176	0.008026312546089646	0.010439190880025106	0.02272353805411622	0.011960398863668436	0.036290864017521365	0.025812317050971152	0.001685238007779996
TMEM185B	0.03365486023069641	0.005196469225178422	0.006604834037710454	0.0044347600669557225	0.017479224709145348	0.0	0.022205140997014053	0.03298599387977418	0.005576449096840933	0.0123151764175819
CYTIP	0.033685859763244654	0.020343905712930106	0.019279064241439884	0.006548571039557097	0.016118577304413365	0.01207003487604292	0.012953383957731374	0.0019323931661439932	0.0	0.020882654484764607
SLC4A10	0.000104482324756394	0.006648061817967939	0.005308657641600957	0.03532352745824655	0.013416911302453188	0.030280059226467985	0.028741293117030033	0.008199422068512489	0.01213899373153046	0.011347093884338319
DLX1	0.0	0.03385555575637714	0.03170873485114343	0.010930130823741621	0.012758313624275373	0.02196251055459979	0.0	0.010977265554748128	0.014350109878660491	0.019012004874688165
FKBP7	0.007112507872725286	0.007656677507496695	0.01342849564085405	0.013739866832266011	0.014089110978203527	0.03960672556255432	0.006363641085236111	0.009572372629951633	0.030738641162393353	0.019976687075005085
SF3B1	0.00399488968884716	0.011392115212675578	0.020472977603845477	0.0	0.005575021041775794	0.008429271439307585	0.03511898883021254	0.005509194117063628	0.022012443815150676	0.015455356435439249
PLCL1	0.03328645720688265	0.01956735619785742	0.02054202816859951	0.0	0.00274044532609365	0.020671490678396867	0.01687318158257456	0.0	0.0100491022159529	0.01770247117359857
CASP10	0.033276139342440274	0.0025290152294837067	0.0	0.00856965448368918	0.006849950474003777	0.01654578007066577	0.032296293748028795	0.0011401107850232423	0.014792317394092695	0.021739120949859164
ABI2	0.03633627430894072	0.015010666849597527	0.01575306061997779	0.0	0.006433915539957581	0.011098709987575794	0.01591050604351558	0.012777393262684799	0.007860178312693887	0.020081743042553085
PECR	0.031664235492427716	0.026400066747599177	0.028412517997235747	0.015478103436359279	0.0014568122098221029	0.015102171501414605	0.0	0.01376282416242263	0.010132888470708437	0.00813365220568559
FARSB	0.04251261434968174	0.022082443563396465	0.02915563201706028	0.0	0.002719379448361788	0.005084730828670436	0.01406691286848259	0.0	0.006055846456691524	0.012026485210053981
FBXO36	0.0	0.0228169229512023	0.034629935827995825	0.0238067841499356	0.0	0.006197080071306585	0.0	0.02719857640612844	0.018262950271347927	0.01696453385003603
CAB39	0.006374828927210657	0.011206733506790842	0.04065476433080956	0.030484813436903103	0.00010508787542602848	0.007177237019662836	0.0	0.02051770937719865	0.014683600171851944	0.018151577912677404
ARL4C	0.021159828772495445	0.017126038775887135	0.008144062167031462	0.024308131144251843	0.017467352063730103	0.020203979342647293	0.011043456449858957	0.0	0.02371241531912145	0.0056330047043857264
ASB18	0.01187792576264012	0.0	0.010485681244718187	0.03639930551565086	0.0	0.02464066568903244	0.02401560386165819	0.010297664045967894	0.013378523937557864	0.018197668820513067
HES6	0.014536925755309484	0.009680625428117876	0.0	0.021646626618275454	0.01935137518229546	0.0	0.005920080947862388	0.047040165272534226	0.022443001248326905	0.012354734407270185
DUSP28	0.02021382711366921	0.0014692136768815782	0.0	0.0	0.007986470886597277	0.0	0.03887917608469337	0.026384249255382873	0.01832904426226438	0.015926224816999672
IL5RA	0.009332354313660965	0.008617778177672479	0.02054210763783441	0.03469940328045187	0.008543357266343157	0.020803010231650914	0.0	0.020112143789436935	0.023124459835666036	0.01294060978613464
KAT2B	0.026561404111049392	0.019070465616709026	0.008459900523707596	0.0	0.013801871214140882	0.012741010419023119	0.02449521230914305	0.008564389000797963	0.0012637924983478007	0.025939268689615654
SLC6A20	0.018565057111577722	0.0094252931919729	0.003233672853032458	0.02709516402621409	0.005889694230262335	0.019502610269999453	0.017570211008394534	0.028712805043846077	0.01402282856756302	0.007784954241715592
LRRC2	0.0	0.01706206799665161	0.031619940747788226	0.012179251222835995	0.0036654624127636175	0.014877860861026092	0.005456704908609255	0.03959424263625121	0.01291627792871638	0.01639097678332329
APEH	0.005844146712944217	0.028140574927045636	0.01703145917517742	0.0014877185294106244	0.019180138261018494	0.026290681221460242	0.017640451033692203	0.0	0.011615426459994334	0.02085097324730179
SLC38A3	0.021107158626651183	0.008574068404959438	0.0	0.016936094979072978	0.0037344991560001014	0.025570893774421403	0.03229202532755057	0.021634472911529853	0.006324920664316152	0.010319668447859075
RBM15B	0.006496054838240228	0.010321259480840068	0.03412361558614608	0.0	0.0	0.007201775256550622	0.02361855753926394	0.01301103634633086	0.02873258398945406	0.008260536988143479
ABHD14B	0.0015605700722938155	0.03736925877966821	0.02939944602996448	0.0	0.007480933662489094	0.01223495987700531	0.00614570082240849	0.020498273757533287	0.02241495846484844	0.007217146248088302
HESX1	0.013804905576516906	0.012140392146591208	0.024186900612498143	0.03802676871894301	0.00222715774142671	0.0	0.0	0.03369802360526729	0.009891729454004338	0.017133636518852476
C3orf49	0.0245728248851426	0.0	0.001901626346008555	0.03223838490347131	0.0	0.025080542304602636	0.02212308690071209	0.016990357214155274	0.0	0.032580777209376494
PROS1	0.025704893890538403	0.008651835187830918	0.02036337245994597	0.0	0.01384072589735542	0.027000604790668667	0.01562506538777322	0.0	0.030224249885526258	0.004083656558543523
DCBLD2	0.013485014308044488	0.0046122406551054144	0.0	0.014752816179384953	0.01733388203419561	0.03455400967442555	0.036765349757380585	0.0028386061817417697	0.015677348295728182	0.006574806932305025
FILIP1L	0.009423115479117582	0.0	0.0229963364603232	0.020223495145244002	0.01828296348885301	0.0	0.027865920221112717	0.001155571385321239	0.006249100522796864	0.02835736798735676
ABI3BP	0.024012339292334806	0.01955158634186942	0.014951676820130762	0.0024738976379321065	0.01755247600511871	0.0206509941700795	0.009328258407561654	0.013381416675612124	0.004901006460642414	0.026259498269573633
C3orf52	0.006814476982722732	0.023369464142303963	0.03304165843410291	0.0	0.014501496209667132	0.029218487546109263	0.0	0.00822942070913851	0.020983478654062707	0.020672264441309287
FSTL1	0.027889828899774843	0.0	0.003567315948653117	0.01181701573903395	0.0	0.007341595495022598	0.0333133209417157	0.01989227960597213	0.003936434793378032	0.029265014058415303
PARP9	0.026823179672002765	0.01800405882879336	0.0	0.009065610638897676	0.0	0.0016822597744847667	0.027348717498496607	0.01921238730783295	0.022703582117550195	0.0063449636053612545
PCCB	0.0316899878444662	0.03218921018528575	0.008515229857515431	0.010240559543593871	0.005211012523852663	0.0	0.016099236749661388	0.0	0.0007036996888185688	0.030712048384786576
STAG1	0.008430513459817938	0.03967609196323005	0.020050286601421535	0.0	0.0	0.008961561601772458	0.01724104866385698	0.0	0.017783357491684845	0.02234763040895235
GK5	0.004547714157262643	0.016596800334006033	0.02111871369822195	0.0283957700596588	0.010128565166778939	0.01050983916941399	0.0	0.034272664706239304	0.008940026145076566	0.023169199307371012
IQCJ-SCHIP1	0.0	0.028048684040804305	0.019323190226004545	0.01085201098962819	0.015715142742417355	0.016782256279359097	0.00030883649626041947	0.03776461986704422	0.007755701570028993	0.024103986090954488
PLD1	0.002860521013428208	0.0	0.01884846166965949	0.027837414711422884	0.0311598063956475	0.010139787209845454	0.023404569243889905	0.01702303533526752	0.0	0.018356668594904535
EHHADH	0.02851934873185183	0.0	0.014504705023600054	0.013022767092356934	0.019014118355330033	0.0	0.025614562964840906	0.003255293419749651	0.01866718826919078	0.010338035524783377
DNAJB11	0.0015003858101090691	0.015798223257274573	0.016782071664729684	0.016642120827156506	0.018759638962687977	0.01797451140128434	0.002419544135768078	0.027409937957177218	0.02071620922240579	0.020038962745657852
CLDN16	0.011461577486624746	0.021778345271450054	0.036121421701970184	0.018486690993895275	0.0021611173107945057	0.004359206157732876	0.002775417565667021	0.019109106727331526	0.011852668636747962	0.016456728720489647
UTS2B	0.024503822887823778	0.00799935260548057	0.01493131313248218	0.0	0.025997883970799215	0.017816852878795943	0.019488426906663244	0.013902926444875173	0.019719674966289066	0.0014801638235759803
ATP13A3	0.025994215890261706	0.024229185505977222	0.028634418797352023	0.008861783934799895	0.00708711052253523	0.003198254937615255	0.0033267000660615284	0.0	0.022661814977445266	0.014122762803812338
LYAR	0.010191081021640933	0.007135831722739715	0.0090234108246302	0.006089181515768609	0.022544912854384966	0.025204668709088527	0.028255438311253815	0.008324901451051768	0.02504950548677588	0.0022818833561257332
ZNF518B	0.027254292900195858	0.0	0.011779007450400003	0.005949279562851482	0.00041165532899259817	0.030550188291559657	0.028993590603933143	0.019125197203407433	0.0	0.025418673631972716
RAB28	0.007431037271809507	0.028335440735186616	0.004958409182102252	0.008591546038345657	0.0031612532946997756	0.02040270435658512	0.02662489063854359	0.0	0.02596571678230044	0.011843603357875942
QDPR	0.022088364509017383	0.008403290959680702	0.0	0.01651489929836684	0.012273600583985677	0.0	0.03107014591561829	0.02010007571391758	0.0031269605129011554	0.022406571165842614
SMIM14	0.02771878510021436	0.02791242409002326	0.030884069134780968	0.0064358179056287846	0.002466850598075382	0.020538798917236135	0.0	0.023043252391516097	0.0128288668000328	0.000992188913012422
RHOH	0.026489349205921765	0.02959319782848872	0.014172260905801327	0.02645274888624284	0.009724578577723915	0.0001837881248994461	0.0	0.02343017969578517	0.0011109356045966032	0.019097811183599177
RASL11B	0.0	0.02512077182189755	0.03712232315806033	0.020599249058672452	0.0	0.0017348765046367222	0.0	0.023944437562977716	0.017609761998569173	0.020182719164211483
SRD5A3	0.009029195697525045	0.021800169849274506	0.00909273628228401	0.0	0.03939710879175312	0.03351574640780748	0.002168964665437362	0.017537539457811408	0.021252277007574497	0.011942437166669565
UBA6	0.0250931143117805	0.02680549739729863	0.0	0.0	0.020587608037685987	0.015990832917608867	0.014253685385642194	0.01293721562703217	0.023850354349418956	0.006396100907975322
NPFFR2	0.01585636485742176	0.0008876874337524773	0.0	0.02355479338187756	0.031944801533987426	0.018822226909698564	0.028586715356097782	0.006553326301294099	0.008653089026150146	0.01334566784455723
COQ2	0.006933412823168051	0.035522669256951044	0.017994004052976846	0.01394586205653578	0.023171964704918644	0.0	0.0	0.015703423608645403	0.017112718639419808	0.01782964449585867
ABCG2	0.00653581077298158	0.027102521628532213	0.030826497929297494	0.016664744715856373	0.0066654376821202845	0.0	0.0008962960175601034	0.02075808658721944	0.015068904486314025	0.019616505585193955
DAPP1	0.029557975680363235	0.002872943122838788	0.0	0.0	0.01173734458650038	0.02270146201371937	0.02860542709165775	0.014083516339866146	0.026146522089813815	0.006443731814362146
EMCN	0.027178143085626123	0.027889147841895605	0.012383118292599872	0.01141353620534279	0.007065164935364717	0.011434396693781214	0.0015615952414988448	0.021581204067825786	0.012058715566851827	0.01825492790517132
PPP3CA	0.0	0.0013450691700859115	0.011215520808862997	0.013262284604742061	0.027267760437698386	0.02120662285236162	0.02962703480877285	0.013894160556270704	0.01261392292211777	0.017142500573035686
TMEM184C	0.011132653757911254	0.03131449292932119	0.003177838527367892	0.016044931761917198	0.0	0.000545057409587208	0.02975568776989077	0.004186244513154837	0.019327758393481144	0.012409690981555643
PRMT9	0.005226018117175012	0.005774002680947062	0.01512307796676066	0.02011172193674825	0.013234802990395533	0.0	0.028199519869658404	0.008281471483174551	0.012887040526863635	0.025145012810975854
KLHL2	0.009082927088107004	0.01699526653531671	0.028484229239028363	0.024712189457854257	0.014630100867429515	0.029651682991089112	0.0089828189742994	0.005628569804496049	0.005198863547222423	0.01331634818299296
CPE	0.01119515991418902	0.006707150203017755	0.014544281054797742	0.016309691831126454	0.019714025395572217	0.023843924244164774	0.00791285338009928	0.013221254283580057	0.03850690252302408	0.0007608544902183097
GALNT7	0.003668965150286919	0.0274801161662929	0.019210550012113758	0.040070962107659334	0.019818730321787936	0.007010661094311562	0.0	0.0019332720863925012	0.006094203494672676	0.02842277352664346
GLRA3	0.010855182564392203	0.014326399560989482	0.01047775906010912	0.0029691186066313578	0.009478512703625826	0.02035971746032601	0.010624164639474236	0.027489280936229866	0.025853522550212022	0.019295331274107014
ADAM29	0.015136520614243244	0.010149783351966516	0.012871270061963947	0.035896847981434304	0.006707486834211	0.022888733814952947	0.0016752275046181117	0.01760557408203303	0.019429668067798906	0.017213976850976073
TERT	0.0018606462005373388	0.03552796146079046	0.0	0.033633476498013216	0.02220786155666408	0.0108632843735833	0.0034319549159410024	0.014278451926286004	0.012684724064853166	0.02118066058055672
OTULINL	0.03195900044501138	0.0	0.0359683441828785	0.008172531415290915	0.0076341022060431845	0.03279250734374127	0.010839817589379895	0.0071470628509356406	0.012975430757724619	0.005381162809530188
AMACR	0.005063133731821513	0.04146769733797251	0.015583797444952033	0.010826864476741449	0.013203557558743978	0.026575096501686105	0.0	0.013042556736327003	0.0035769084675932494	0.031121015823287235
DNAJC21	0.02194072469852289	0.004667704936619414	0.011616645679198442	0.015490672700790948	0.0	0.018850123423047985	0.033286202038550476	0.0	0.003658786173253137	0.028872180157404878
CARD6	0.002662300290846447	0.008043943644258703	0.0	0.04225274289906538	0.0029207388138631184	0.016122087478945803	0.028233869869142347	0.01762081931758367	0.018357929197836582	0.008288069399546101
MTREX	0.0027413201287288095	0.02495453903044678	0.03212029607013834	0.019529991139450118	0.0033337717672462337	0.010283060104230262	0.0029232892702359837	0.021109855318299658	0.012437068922959009	0.019443404121509005
HMGCR	0.01665899797067169	0.0042089665186943745	0.014788589638683012	0.022975016269949508	0.0015213958002308725	0.011353768978366038	0.02415845133890822	0.03261269098429951	0.004816843242433676	0.011326192503199122
