gene	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10
ZBTB48	0.014228496703232734	0.014211091683438065	0.03772158253803488	0.061628679942104816	0.04488064062572134	0.027880553968243186	0.012211844398004082	0.0010535226470452879	0.0	0.02392569729309674	0.03298248165952358
UTS2	0.012151912250738183	0.010719488589960071	0.04754608499399178	0.038229969988383614	0.010834978378768076	0.05206907272217701	0.04061706861958021	0.020876572834113035	0.008975550030378273	0.00045212318839469803	0.012462054280036635
ENO1	0.029832327825016658	0.058133072826072274	0.003505813631078255	0.0	0.03946618625707127	0.0	0.020443230034060365	0.02282135528346452	0.031915500222000646	0.011215391049944687	0.024994945499768505
UBE4B	0.013207755574159458	0.010477010755174465	0.04947142126845817	0.037557887984659775	0.021153476381981732	0.012501330880534348	0.006794323759976233	0.027453636748346315	0.015640899655707828	0.02458914301399771	0.032449982007814564
TARDBP	0.03826322062708195	0.012433909395205138	0.010533715857457411	0.025054067307466503	0.0002993469549928469	0.01702010419795949	0.02199740615156918	0.06500792740761546	0.03673945717508629	0.025857588799191228	0.0
MASP2	0.0016670345306747307	0.04514556490765779	0.04595601406495715	0.0	0.002367096010612952	0.0	0.04168626811077672	0.030959451096101393	0.005340225307046915	0.032054786902337866	0.023183722475947414
UBIAD1	0.04048758455519498	0.0	0.026476628695098575	0.03926121713066144	0.026711701246906586	0.033965249430471287	0.02771937756990419	0.029773892990175486	0.033654776954636534	0.0	0.009555537653530238
FHAD1	0.029656500249392054	0.06187445582834138	0.0020308139961541898	0.0	0.021715305764071567	0.010318742475147724	0.010318840636543664	0.014382045164070892	0.017895923873876465	0.026869513201841805	0.03677058984710704
EMC1	0.038902179378619554	0.044948200633049475	0.006521651250972672	0.0035104273582777326	0.018622788055743782	0.028246662247469162	0.026882674936545458	0.008771873195225056	0.0011457387733268762	0.029614566646539255	0.036021065090827364
SLC66A1	0.0	0.056554276922284485	0.027336086727612733	0.0	0.04618414582464863	0.025211099816609784	0.02962667648782885	0.017573875561928364	0.002070617102192901	0.004732920891750337	0.03695223498145157
HP1BP3	0.01696894916469394	0.008209061348785665	0.02562855774542249	0.018979705723989892	0.03608636555820064	0.010734561556172868	0.003026445167072793	0.037254776826208404	0.03330310771207459	0.01853307107185736	0.0431480408147505
C1QA	0.03295666897303526	0.013304541487057392	0.015099227085339484	0.01323778976268224	0.004598813058482439	0.0683020579363178	0.015968405223120794	0.011818050388924249	0.01454628556416245	0.04692192906138046	0.014363034109475236
E2F2	0.01679338458388198	0.0023418151583325768	0.028771099006382247	0.046954211283368255	0.02221774774946599	0.008640660616524201	0.02485967587478503	0.0031561730262898227	0.0207935463963708	0.04818330844913813	0.032869223008125385
HMGCL	0.011606896231912531	0.01961459201297911	0.051348811078483624	0.0031346042166115365	0.004578948727058978	0.006403685081352293	0.035206270022078136	0.023172956605860225	0.022401501687171234	0.0405583927140521	0.018158513355607062
GRHL3	0.007665930444556802	0.001493358214262326	0.03904623086910898	0.0352568820235735	0.011618431816029479	0.01030909961709986	0.029081306774036485	0.0006846405056315787	0.02852432004474674	0.05400507776703658	0.02753494788905855
RSRP1	0.038530925619517174	0.028451472386275694	0.018790527087138385	0.0	0.026693710946483852	0.03320502013422806	0.02413513273141605	0.014905376231723722	0.047720915589287906	0.019567702585377766	0.0
EXTL1	0.008316590784458112	0.03449741826466025	0.013328904163447394	0.006146678595830129	0.024233948736078544	0.012975233130797455	0.05925714286351474	0.01171964693184284	0.0436570270420725	0.0	0.022762477551624236
SLC30A2	0.03004309154354637	0.010736806861002111	0.004780722010137997	0.01735788642964139	0.02882848080695202	0.02506980846646577	0.03611614243948395	0.019834872136193376	0.026078043150253093	0.05017651458155225	0.013959237226709519
FAM110D	0.0	0.037242243345980176	0.01884394814040419	0.0451778964800996	0.01832091823472038	0.0	0.02164414383735842	0.03533325016467058	0.024630543283489688	0.01563802577783114	0.027396553133727533
CEP85	0.006871229382180403	0.009782439959125925	0.03513525292197587	0.024084447392636106	0.0	0.03499435624535857	0.038282538597383335	0.020041084326380385	0.0056676352076685385	0.02605191193553653	0.03930084165802413
SRSF4	0.04080926455337684	0.0201455767270495	0.019763115304951215	0.03553919452239801	0.01083032877277378	0.03338391903849149	0.013939778351084394	0.007041505801118444	0.043615860203330664	0.010958627755435489	0.010653381345953013
MATN1	0.026733436048705976	0.04213524328123772	0.013399016967337137	0.0	0.03501003546433207	0.01939039660381265	0.027927792913067163	0.017901410308993244	0.03251613358235108	0.02334525016920276	0.010719777151279374
TINAGL1	0.02105031414922581	0.029409004823305034	0.027492700591160074	0.0	0.03817524999232771	0.007699250144005495	0.05925491957983362	0.010420907268197077	0.043857497641985224	0.016922803332219637	0.0
COL16A1	0.01751026143768563	0.018244078779146796	0.011369596417639502	0.036584466851590156	0.02029123583283794	0.03741566273634098	0.0010629879556930718	0.04238665779453636	0.022474175772750044	0.0016355056156131325	0.04018126682568205
HDAC1	0.005965791388425585	0.0051980125664614915	0.04296224109938207	0.03644949831513463	0.0	0.05397525949645955	0.009923295914801495	0.03894906191953553	0.025784338334332024	0.007103201807599985	0.018516924615164933
RNF19B	0.028016243614337227	0.004554771098939116	0.034803749154962725	0.025239366036130417	0.041313780624612086	0.024747166703845754	0.05381638130500302	0.030403317107046128	0.0	0.0032803068571277756	0.027750979576761158
CSMD2	0.03325172234562008	0.02558543090843213	0.002558962369326338	0.0011479216877514898	0.018888614609005306	0.020231942950246138	0.017179547894645958	0.029470662635851186	0.0415874504627967	0.010226359115506505	0.03723256336645663
ZMYM1	0.016818732904643606	0.0	0.0355784816379798	0.049446956852597736	0.0	0.02250297250121596	0.017817167105502324	0.0306557503294412	0.024167628908758093	0.036034346090981086	0.018587798470665273
NCDN	0.0	0.03164046179980249	0.03402058107614068	0.015304566994987494	0.041747293534146225	0.0003752301889268657	0.019685517867281593	0.014016155606239632	0.04137986210747209	0.03372614779186724	0.016180430780702082
PSMB2	0.03668600229143379	0.03634956835299074	0.013754636247962049	0.008678329663462556	0.02436984486860742	0.012941863266326	0.0028883227793369552	0.036626071296699814	0.007110204673416901	0.04218701700908803	0.029268322587407223
C1orf216	0.0	0.014113752552358506	0.03857505980273598	0.004070527094492934	0.04103860991007662	0.011076340790855016	0.06790473943293936	0.004135848548131453	0.013019159259747701	0.043222140127581896	0.021854204830152282
AGO4	0.00940904437987399	0.0	0.031475643917663845	0.03088637682208894	0.02823774005242598	0.009548172411911506	0.05683371892118195	0.00798095227987744	0.014070841099951582	0.042895824325054656	0.029322131945867407
AGO1	0.0	0.011037810328555112	0.048152518152021324	0.029256448434155605	0.0008103809585834976	0.04373856307629147	0.03941661668493887	0.01696431552658653	0.014475338936172609	0.012643759598865345	0.02381273452461723
AGO3	0.005378922715026221	0.0013767098067979083	0.0457679366763354	0.048612179981715894	0.04428401491969396	0.039638461877103764	0.03398099580548965	0.012172150982637464	0.007875693595365397	0.010618687000481616	0.023229260052950434
TRAPPC3	0.03432342611533611	0.019382808035192232	0.023125440670043365	0.03992040396564267	0.009054188961109674	0.016617542882401755	0.015686534139498092	0.035608869199671433	0.0323024557100335	0.030399450290441166	0.0
MEAF6	0.03341800837379038	0.018230961718306283	0.009117868590722793	0.012650094886400691	0.04075940516365653	0.04639731087236944	0.01935448049040004	0.01858828629596454	0.03244080545835203	0.038847262013456535	0.0
HEYL	0.002754254096765181	0.003964558372490761	0.04911026319189027	0.009846050778322516	0.012428555977474645	0.033674945927051086	0.051214358758277866	0.0	0.01661154463896806	0.04617349207858564	0.021033135677320153
SMAP2	0.04439794045471867	0.025704543829491052	0.021209967308394747	0.025347554537083452	0.01358234166941558	0.01628470988510659	0.013836528031353873	0.015228972184905513	0.04031739302506809	0.03415850358742371	0.0
CITED4	0.033879817009078605	0.03859392759922508	0.010838904978097343	0.010539994773208107	0.0	0.03231537963936453	0.020454099569058373	0.010928212397537742	0.024479577404814167	0.00014683315484868213	0.0444604112697595
ERMAP	0.0	0.032956791947168225	0.011207711983750568	0.03220420158875278	0.04359514534549061	0.035307040643766475	0.032342675136870155	0.038413780927437725	0.0043265646086057775	0.0	0.03193138310490474
ZNF691	0.005601769159152089	0.008059673594675734	0.049682516444086854	0.03500062903771886	0.03798872511360391	0.026628644652838394	0.039050103659866366	0.01925715459405585	0.004236411984250698	0.011602011622452184	0.027636092643983073
DPH2	0.029509831548621523	0.04667995493152084	0.019999527996757575	0.030249819608189843	0.0025896558933931287	0.0	0.0010306927827951153	0.006928721443644394	0.04349031028587408	0.024823251634656263	0.020967692191486496
DMAP1	0.04845692367087734	0.04107806054787421	0.02519860130015468	0.0178695768126176	0.019440107109504765	0.011397830402123346	0.0	0.034468862030198895	0.03365668327071158	0.01598114236796309	0.0014873956356234903
BEST4	0.030203544229429617	0.016731177085224556	0.006889772754173322	0.05320977914929866	0.0007819809187489281	0.0190366913607204	0.02112724032152321	0.013238604006395087	0.04895341937550945	0.03087710054076995	0.004303651306453786
MMACHC	0.00416402808799679	0.011082663290445788	0.02943857855094282	0.028243233966588385	0.026037960765498722	0.03063415978723149	0.0449666965515143	0.03734661858875281	0.002170430500708982	0.02109218698787258	0.02574253292543122
CYP4B1	0.04823716661363209	0.020825301459548615	0.017744483444082866	0.01448078612127322	0.03175335165255122	0.042331963321079615	0.014826889544119622	0.00310328251488678	0.03819954998925836	0.026563471480437726	0.0023414620167880288
STIL	0.03058122354439407	0.005919894787502171	0.015677515682631326	0.04558832652236215	0.01415364042702374	0.027445690320387968	0.012033986353926157	0.01633125286122672	0.03699379888582557	0.05715935314973854	0.0
SLC5A9	0.04396267385096353	0.012903301135295909	0.018380099199157996	0.014492049333035632	0.0019304170463129583	0.05188687325410117	0.040777021980255984	0.0011800424530917888	0.015450018660884069	0.04430400207751057	0.00723876100961344
AGBL4	0.041768965846092944	0.012911065623094003	0.009410426829845156	0.03367064466595676	0.010200063950996699	0.03844463942316524	0.021974769434190917	0.010504682850978355	0.048163834402312554	0.025648180938771286	0.0
DMRTA2	0.018493430280573753	0.0075764686939733365	0.024615165198371414	0.015906912963566767	0.02006012983599807	0.02186957795800742	0.027668756345409776	0.01492399325342157	0.05024921824624115	0.05131283182526464	0.0
RNF11	0.055880801618653095	0.028673771361084902	0.0008670735884408862	0.02493555449130688	0.023749863462455452	0.005838341538081174	0.017438213793814602	0.017431670987041237	0.032309016518649716	0.015869531562625033	0.02794085707089286
PRPF38A	0.0372495722834794	0.012225800079286505	0.013721683222917135	0.032293737980543066	0.02551283611995199	0.016048441344504557	0.00547209689502763	0.032122206273879725	0.028422363365141708	0.06283760236397329	0.001079161391593198
PODN	0.008758804567328034	0.029599143696196414	0.015614073981276982	0.02027197967385359	0.05885505172579241	0.012444250112088967	0.0371686884130269	0.02592855720009912	0.03796598538672366	0.0226559699480782	0.0
SLC1A7	0.0065816868963108855	0.00614011285468701	0.039409125222942924	0.017698933706550585	0.0	0.038226805131666784	0.03534952046137253	0.002215129825133295	0.013019106453602504	0.0430053311553565	0.03630967048691493
TMEM61	0.014808403279114816	0.049492110192547324	0.029134173430054942	0.006851166596455338	0.029919171212205675	0.009285806412256977	0.0	0.054322392496468246	0.0024985384110375332	0.0	0.044966279631667494
USP24	0.0030319891553773977	0.008433025495246254	0.03372517913138634	0.048962601835383764	0.038656384045495006	0.03139438059998558	0.0263311641406752	0.007965971601342952	0.0	0.02227033549493717	0.043526549188493115
PRKAA2	0.004199097746985145	0.0	0.04507686824294278	0.0	0.00296966274905371	0.042327594622622956	0.021764168346724223	0.022665386007298328	0.027769955246665326	0.05729375063178791	0.0181141253731255
LEPROT	0.003220048503294444	0.013588596255763374	0.036935379235650385	0.040179951407573626	0.04210609234618042	0.018828011150542407	0.04247704788670241	0.011596449606911256	0.004342271890674512	0.0	0.046762198804568215
RPE65	0.0115264251107384	0.0036937924431982776	0.03807717201147955	0.015535384728656216	0.02642826236716849	0.051105799754067434	0.03735393794343515	0.01075895498597879	0.003536772942872382	0.002949037908356912	0.05098704856003134
PTGER3	0.043419017163723025	0.0025154161800491717	0.017622227824864885	0.049951540894165196	0.03796492928847377	0.03125399626925033	0.029466432843560014	0.037727938721514295	0.023210951391415588	0.008151597116109705	0.0006114841214623182
RABGGTB	0.0	0.0009465810803179749	0.030148445063250165	0.01479726414361572	0.013518572577337249	0.052807325093237545	0.04338417407130076	0.023818579817893856	0.017167387701457364	0.030567416035096915	0.024482839909274464
COL24A1	0.0033620928042722687	0.004970200483443062	0.039270445760017474	0.02664914997846134	0.0	0.012194496161336077	0.06351482949592603	0.0	0.029834730132029204	0.03132677290847542	0.025799161866395054
PKN2	0.0	0.012773740015666741	0.02742131490451559	0.016493898132796597	0.006235377013566603	0.0365152425219203	0.03216731664524648	0.017669183574181624	0.010262679403674148	0.034140603509591985	0.044097733988775534
RBMXL1	0.028301169235265936	0.03419902821162335	0.0	0.06643420397355948	0.056989006806133224	0.027092655501264155	0.011148572216306838	0.015481479800630365	0.002434508520489031	0.00972126295160549	0.027960908703465247
TGFBR3	0.005528728128917538	0.01518469576804985	0.04503223764050182	0.028095573146506445	0.028925319761413475	0.0021411256733045564	0.038887310271398336	0.00565762765712052	0.021053269929016544	0.035247947361455985	0.025214237569909738
PALMD	0.0025786107190050624	0.02805469134126767	0.036981684834880145	0.025716805151367247	0.0	0.03480428126665102	0.04439859048759081	0.0016299166998504466	0.0	0.04092771778511417	0.024330177346545575
GPR88	0.017815111998347788	0.018840868227347957	0.017711919209566343	0.004583801861291522	0.04504820969108469	0.026988712140317082	0.0589791805379199	0.014911772121590892	0.025260567134273437	0.02757294343803703	0.007708190715236175
OLFM3	0.04885934349832662	0.021142128629359058	0.007675761799876146	0.0	0.014634891030244488	0.01261440061628851	0.010668856033753745	0.049449415608013816	0.03133426389357078	0.03374834007560046	0.019073493168609942
SORT1	0.05065663193333494	0.019435472594418027	0.022547571464216338	0.03387455532886437	0.02998079288043637	0.024654955027232132	0.015038578878977256	0.008222203549037618	0.022721691322049285	0.04275902058349957	0.0
ATXN7L2	0.017297079328159066	0.028433710407611335	0.04442400687912765	0.026786740224711343	0.005969261925386836	0.021084828334184718	0.03186060388766564	0.0028152587927352565	0.0	0.02773907061604516	0.03575587127207461
SLC16A4	0.014256963740696004	0.012684624474533326	0.024717634489006875	0.05319227436161144	0.003553997600528735	0.00023105608835677512	0.019182075386091783	0.05426466865979505	0.013887948179566166	0.002920619842606618	0.04467444619541945
PPM1J	0.014270816707739742	0.03172406736128246	0.044654219753836266	0.0051537251503412165	0.0050879042867553	0.025311541063571558	0.003510093577619134	0.023915769011622744	0.02445812222922035	0.03351032518258765	0.02020018763703862
BCL2L15	0.0	0.014879720470132711	0.038513214783002944	0.016000763463088007	0.006487773114918294	0.025135318510376838	0.04055234360262416	0.03145021982225986	0.02416984221474165	0.027273442802290843	0.018005215575034754
CSDE1	0.019353505038551006	0.017397483052668312	0.027338805403632496	0.011694854379525716	0.026804324408865654	0.016601443841306213	0.02963764586446181	0.023714774767866192	0.03323859276944932	0.039919080971237614	0.008535411517299672
TSPAN2	0.019709549750658185	0.016593673561908037	0.04743831068138511	0.04933418607361693	0.04237862306953327	0.02896321902086531	0.04005912217711541	0.020020683806304316	0.0	0.010616233016113506	0.0035562613474649472
MAB21L3	0.0	0.04063635911320021	0.022909684239411702	0.008708167975279771	0.012990993221482984	0.022621427752341945	0.04226166019416388	0.025874630489116156	0.0	0.00498736188966578	0.05120975835850224
WDR3	0.020997874277034107	0.0199160466678166	0.05138632188627145	0.003763028217675293	0.01822219158023156	0.0	0.016224634105629687	0.03613257865598253	0.03246872100250971	0.012371450645502328	0.02840775604387643
SEC22B	0.013099863397293118	0.012504486587627397	0.04426465138997489	0.029879709624720637	0.05556628058724261	0.029604048983226636	0.016850728509075236	0.005581343854877995	0.02062535129578151	0.010861360961903323	0.028750051705014146
FAM72C	0.0	0.03181759820838692	0.030118036433623353	0.01318643313263671	0.017041112062451298	0.0	0.024931041120607046	0.05886098037347272	0.02571282404563838	0.01301776218893294	0.02574450028763635
SRGAP2B	0.0	0.009568925760039902	0.038522306658546064	0.03542924924203541	0.03043587537925791	0.011592729609727353	0.03262031419990939	0.024512758465045078	0.009672160042350691	0.03228056659150242	0.033092428082477844
NBPF20	0.03709804510476141	0.016630570130650994	0.019074881483753945	0.026855728481405647	0.018538384740046574	0.014437153913899247	0.01657135790608663	0.02490383091589117	0.040503138012048745	0.029706978854427794	0.008551128689127887
RBM8A	0.006156786060425718	0.011027637229659094	0.035529068845867214	0.008976867477608423	0.058422752936083754	0.04788428068173198	0.049006171818305355	0.004799349064905657	0.0	0.028594273573662284	0.024857916830056802
NOTCH2NLC	0.024047308404438555	0.015406948090873371	0.029163417566915272	0.022132921033824544	0.024320976391668008	0.044962997994036184	0.0	0.03189712301406619	0.024671189382218676	0.04531180425688885	0.00009396723433906222
CIART	0.00563882386075667	0.018793062558954785	0.03490128437075097	0.0	0.04281928100476774	0.036107932267117226	0.02177625820191025	0.0	0.014702589161241354	0.04997224118125541	0.03284365497797901
ADAMTSL4	0.04101348228099636	0.041708930339401235	0.013657284711722575	0.007790511281450582	0.03958867857757855	0.015991874023654044	0.013132201484586447	0.02651471052800306	0.00885456070627332	0.059752987942081046	0.0
RFX5	0.014607112784848664	0.045179365472203845	0.0	0.0	0.018245133139704325	0.042721872514964634	0.015532281071133653	0.04667304593956331	0.010266070333656521	0.01738893012357894	0.03129549129374554
SELENBP1	0.021336130820993476	0.00121402575050101	0.04541708787347559	0.019023466465541775	0.028604696768440258	0.038055092467035104	0.01938677891206184	0.0060383930214038956	0.02116607227556625	0.05589111863279918	0.007871078905008103
RIIAD1	0.03939428239530975	0.017770156626555064	0.03495137166179817	0.01103082424195979	0.017074895066184797	0.03757712488510282	0.0037829260569036357	0.013778475436438056	0.04676414828730599	0.02431693918610546	0.0016896585153648672
OAZ3	0.03801611083541816	0.014614636656843162	0.019401442045521782	0.019742111731908766	0.019655938942348457	0.02734774532912426	0.012230871487869539	0.008196489098046324	0.047219661578494374	0.04942555670260541	0.0
C2CD4D	0.0025839185361148033	0.008745234382408065	0.023190052074384758	0.0306892938200789	0.020444491002523157	0.011542361852376106	0.045383445612417944	0.021059949018107586	0.009225300360865574	0.024064064232061554	0.05081511563548364
NPR1	0.036759900413833285	0.03634931227571841	0.002895891531169531	0.02250461272350625	0.02802225188377447	0.0378368242611192	0.003678557133379209	0.045034342052836435	0.018508166711330022	0.0	0.023763215099543575
AQP10	0.03271701892406058	0.007988836813421938	0.02618338333709731	0.04110125772553618	0.0282313344763155	0.026330070823742988	0.0	0.023169869154200443	0.012500695524052917	0.022119211240186527	0.04157242239090574
PYGO2	0.04367284765415628	0.04118449151022979	0.018187687823744744	0.008164681053229829	0.037679693038166644	0.011795148704735458	0.007559735354079585	0.022001947255395612	0.03629297584819972	0.024933419787274796	0.003367079132895711
THBS3	0.03487766598610776	0.014591153846089758	0.0016247055880295822	0.011334769842334062	0.02700609042132823	0.029730608510119848	0.027799547485921623	0.024491829112830963	0.04634524732266692	0.019295260895203975	0.016647521068609804
LMNA	0.036681485768894455	0.00026570278572632015	0.0075727599940061344	0.031233077808234484	0.016844196714851257	0.059383120634943665	0.04115055104307634	0.007472022604134856	0.031521303360988094	0.0	0.025501542610653852
DCAF8	0.040500559957057404	0.04653520361034624	0.013140775299474532	0.04309825295915341	0.04445785784531048	0.01956272823364227	0.010566761028523889	0.01702917585425136	0.010456622053254521	0.02156529846001575	0.0027044612667827383
MAEL	0.028383105987333776	0.017002729898258247	0.0005133055177730279	0.037657340248419865	0.005474937738526847	0.025719446944048072	0.06396485484436785	0.0	0.027648577658086173	0.003018234662104055	0.03373237313663098
POU2F1	0.036182319696573095	0.015497553729069347	0.0075353226177244815	0.04296988260199626	0.014503018232881155	0.014515021892062416	0.016579839306940954	0.018084197859768888	0.03696330440717085	0.04914657782362283	0.004587615003637193
CREG1	0.01051903507461029	0.0075360315793646165	0.04937412623777276	0.010295147204037836	0.026425977231333504	0.04985959398950409	0.032022668180856625	0.007116455295214416	0.0034278103729519487	0.011839726601726504	0.04239616824827896
RCSD1	0.0	0.03607340306150628	0.0304242335111045	0.011905260222246184	0.010571875490632614	0.029669460749208468	0.03402549020207295	0.022407910076954023	0.0	0.017608379581805205	0.043797665553281996
CCDC181	0.03626688441729036	0.022853365732623258	0.02089041974601373	0.0046920109953292564	0.03921405550579055	0.023892058560320478	0.023526316169921107	0.008440150182896683	0.042943130162319175	0.031426663267753875	0.0040030271331262844
SELL	0.008606913866398912	0.0	0.04655915492761457	0.021105537407142553	0.04083202665817653	0.04936850664407585	0.04244156875013016	0.008152102987676931	0.01840082067788841	0.0012711022083017852	0.026981651690892325
SUCO	0.008485507518056296	0.012839632493879859	0.04912729115260815	0.033121022999478875	0.0	0.029494848612699225	0.03266039680686148	0.00555005177363642	0.03023550857192262	0.005038693795855742	0.027526554234713892
RC3H1	0.005743534528660204	0.04621534091330957	0.039762545408011205	0.011166473403952005	0.012608928942951623	0.0	0.016896794392486893	0.038251791645555255	0.017592384431306205	0.012081877424305472	0.030101794722330415
ASTN1	0.050025587934872266	0.017249283272695586	0.023556049900258322	0.027697069346860257	0.01772468946990259	0.05431771244383869	0.0025210421489390575	0.029044631159742214	0.016832116737856888	0.02929552847254409	0.0
RASAL2	0.03464554069910235	0.039098700149890725	0.01574327718109393	0.010815995780242688	0.012685697852693498	0.02413021787348924	0.017978391192623427	0.03313562407829269	0.03892667841331276	0.015436793200542222	0.00016808592060527132
FAM20B	0.0025430927903677338	0.05584677845140807	0.028915943119436113	0.0014032731101042792	0.026582341675765588	0.018041551224169384	0.0	0.03880308000244786	0.0031835605611939084	0.03356759709699872	0.029308690213121276
CACNA1E	0.03731228352187131	0.019103495574835292	0.0	0.011224385969624915	0.03913106996013747	0.011994027115890737	0.011725118334965954	0.03643516026863677	0.03941791127393342	0.029065058730878984	0.02413725968332179
NCF2	0.039150316674119744	0.027476296396883353	0.0	0.02291501749886002	0.043877749092811044	0.041813446138779645	0.0021008355857321777	0.01346009760078214	0.033520533558096595	0.01287152650353222	0.02404412447579822
NIBAN1	0.045724189390583245	0.012387569214569205	0.015038015019644602	0.024948354487166383	0.0	0.03339760910428616	0.02554795126146737	0.010065500482005002	0.04446867383694723	0.03694445775053611	0.0
TPR	0.04519744856704954	0.031070057870431444	0.022630287669892314	0.0	0.0	0.01988622310388549	0.048866795299796824	0.01295056895761576	0.034072739344567726	0.02606691629227499	0.0
PTGS2	0.007022071025443628	0.002411299186682743	0.04248602485506039	0.026603447909154313	0.0	0.028325212236855073	0.05325730331663495	0.014344399136239364	0.01883228009210407	0.017115706434293398	0.03089017363625275
CFH	0.04666388246828982	0.012536595812484765	0.0	0.04733139058174315	0.039412629218361854	0.027562195438066282	0.017739119821104606	0.00938012023313	0.03508224588735053	0.0	0.030377607117433657
ASPM	0.03235907575162391	0.04581689553436015	0.0185557780761268	0.02400922535539896	0.008639633624636116	0.02717563999871091	0.01217949788544845	0.00894334653694195	0.03935187410767824	0.02170821174577636	0.0
TMEM9	0.01591230458993624	0.0	0.048842106960055545	0.024847966822586463	0.02352531825260237	0.047353412219318165	0.02733333208097164	0.026857863328384197	0.0	0.017844230478359747	0.029654537645367133
KDM5B	0.02676900513671706	0.021386291240841765	0.013885865263038399	0.0	0.04609569041046056	0.03846730865724546	0.03289911580291651	0.012997884437318355	0.04198507067117806	0.03226565241347259	0.0
MYBPH	0.022891356361909854	0.055019770719091636	0.01569504689322703	0.01516616381599458	0.05760662222256904	0.0	0.022284550555160574	0.02723664798737774	0.02161431704189291	0.0	0.0206915160510922
ZBED6	0.022776009504280038	0.060764992759465765	0.0	0.013560381910318492	0.0345794607128891	0.0	0.012894034300817508	0.025089758458803738	0.014819209279181797	0.02746086951849455	0.031600896135113084
PLEKHA6	0.033420542079968064	0.016208030415163187	0.0	0.021292228645711852	0.027455915852094278	0.016881061587237418	0.01906172534636903	0.014508301189376089	0.03864283555040347	0.06791454058782406	0.004992969782612347
CR2	0.05609979672744266	0.02949935101297359	0.019190771272945852	0.047736858981824414	0.004090438785385447	0.007017395300981353	0.02409210874976207	0.012046883972220365	0.024079532076413463	0.011629916679593578	0.01297771862355925
VASH2	0.03684280603340208	0.04211306195354588	0.011600593131776624	0.01283084880751881	0.02560715048259543	0.0	0.0	0.010585828484150496	0.049653913731738566	0.03090800812072027	0.01863064154826893
SMYD2	0.03836089364386074	0.006726088467816558	0.03290102955336089	0.02288258571756117	0.01836311261061515	0.04140293994931481	0.03533397393728833	0.0047310745649834	0.024324352042117227	0.03839590330223557	0.0
DUSP10	0.03619253817873585	0.04602842946178512	0.004072060015791131	0.023584852839467974	0.021976378960662565	0.0	0.0	0.023730664306219857	0.03317068688034278	0.020775746889875532	0.03134454378418214
FAM177B	0.03787273538216656	0.041418948420066805	0.003916471701437073	0.0	0.03460024347330132	0.018480127339608975	0.0	0.009458547653935095	0.036130783779136276	0.031773028687252486	0.030227960294770272
NVL	0.007299678833126643	0.01143885617197841	0.0319908546458076	0.0071013316242408185	0.017209209266505928	0.06218440527751505	0.04210437931242813	0.01475387878994981	0.0	0.019720434274862593	0.03676222840342253
DNAH14	0.00828602917042525	0.006554508677318785	0.030476117755839034	0.017864803473375216	0.0370522047680888	0.04269769231364943	0.026650192580707607	0.0	0.0	0.055785636713066154	0.038092746336333354
LIN9	0.0	0.017052880166752594	0.029659023770270878	0.040755164393588214	0.014076477489187321	0.0	0.0474044960109839	0.024558992746605855	0.03244577427739722	0.016169313860768	0.02292512897154392
STUM	0.009463628107227803	0.020908807016196074	0.03338207714017766	0.02162512896547578	0.02097340243417031	0.010717681113933328	0.029580463907279954	0.04563141359333932	0.016472089790066164	0.025009313498821538	0.018322948606558972
