gene	S0	S1	S2	S3	S4	S5	S6	S7	S8
SSBP3	0.014243764790137113	0.011128049079182294	0.0237862529873978	0.0	0.028871452115179087	0.035151192805801604	0.011670685587581676	0.0	0.007354920797788851
DHCR24	0.019754691350191957	0.02234616316491474	0.016249185966967023	0.013473732236765098	0.02274847992114736	0.03336147381640822	0.0010959234059475876	0.005960094136117338	0.0038764160049933123
TMEM61	0.01597666640909056	0.019211272873162214	0.030903928400327598	0.0	0.03491852138401217	0.022861296426970323	0.0022977587760746663	0.0	0.004128651105555166
PCSK9	0.010842715522794394	0.00414403391334859	0.005132085899278755	0.01816575987945031	0.0037564639283871925	0.02277983210311372	0.03436987314945267	0.019987306997835803	0.021010777486725075
DAB1	0.011235400273145905	0.00031421150895192255	0.00621742339852894	0.0	0.006543848873810605	0.027397546032020798	0.03058815214007409	0.02267814965418755	0.026740707131767266
PTGER3	0.026499868954487058	0.010795178722608394	0.003710397579415398	0.0	0.0019375626174999968	0.03402000209332089	0.025722934064820412	0.0	0.02768209563245095
NEGR1	0.01821006716453456	0.003136994510498834	0.0	0.017718083262803705	0.0016618664591526748	0.017968376782338136	0.01676860248280566	0.026461772305770716	0.030060697653354614
LRRC53	0.008998770039102258	0.0	0.006255297924528398	0.014993262097362601	0.0	0.029539780848845412	0.019090706117939372	0.03342818426949516	0.023309497130455513
SYDE2	0.012857664359259563	0.005991965312852422	0.00786069910980429	0.024999321287137836	0.009768034808345826	0.002366056119406881	0.00573194724689099	0.03499767845135478	0.02573650015207586
C1orf52	0.010919607044795549	0.012171423835455206	0.0	0.021082267146951755	0.011867024651811586	0.018039284959296478	0.028404811625054954	0.02282423747694703	0.01811928741581547
DIPK1A	0.022271440878284938	0.016124808287931298	0.0	0.008436216699522974	0.014332234579592871	0.030032776345124367	0.02314010003798085	0.00517166347130085	0.019310756114512106
FNBP1L	0.019155976748408927	0.0012512387719794	0.0	0.0024766257502995405	0.0	0.03334391419403931	0.029200930283760872	0.021630701362598606	0.028305204598294987
SLC25A24	0.014767762242841534	0.009657700872127506	0.0035874437199927317	0.019046762191060614	0.012385696315555637	0.023881383995838605	0.012482354178299066	0.023191107396424965	0.01860387215235496
STRIP1	0.0	0.028701140650251356	0.03435070288313989	0.0	0.03370165603653707	0.010190649834024477	0.00700937711252791	0.0	0.009594638910171668
CAPZA1	0.0	0.020212612570853494	0.030485746053853367	0.013596559177855447	0.021298024945289908	0.0	0.012637285125101467	0.0005328226760771785	0.02109725482021712
LRIG2	0.012309962891206066	0.020448821901694603	0.010214389634649055	0.005823527961332663	0.010786786249881362	0.015947948588171994	0.011216378836210497	0.031556390670988047	0.0168514021769231
OLFML3	0.019273257795304945	0.003653038419078495	0.009057002311326032	0.0	0.008468684279625487	0.02895888506000835	0.0269351436545621	0.011004749950424319	0.023875030568804325
TRIM33	0.021764376337387443	0.029339750696432583	0.0048319937108302876	0.043322726430117524	0.012184249112137757	0.014805052979509188	0.018215594619851276	0.005459121243231402	0.0038095794073552554
RNF115	0.012390435982006683	0.016667894554093895	0.02591025964162037	0.03003340920923915	0.023385032007907938	0.005902050682137359	0.006321798139863106	0.023043313533529307	0.0
CHD1L	0.008806819257094128	0.014164607667133348	0.017199411913349387	0.027071164871816687	0.017437885357558053	0.01048292629642729	0.025075348175628044	0.008012623282231582	0.011305054479065978
CIART	0.0012203413544409204	0.013574205287864053	0.033612513104589674	0.012633750155320459	0.01531268849003322	0.007713475939745178	0.019953738902981764	0.019886735660465702	0.008885610572447999
GOLPH3L	0.0005972317697786687	0.007712421459621489	0.0	0.017703771036418483	0.0	0.02866144152265978	0.02105998278682476	0.01949182867806661	0.0332175446520049
RFX5	0.02839928543470533	0.0	0.0	0.024509036342417297	0.0	0.01997354901088426	0.04055268569385741	0.01892543903243831	0.01838198982158984
OAZ3	0.0042200101189272515	0.0030884668399955447	0.013276258298207196	0.004462903083044416	0.0008925245464640167	0.021482052218319322	0.0259306664916529	0.02175203293844286	0.030025162994635906
LMNA	0.017705085284255576	0.0	0.0	0.024187534729274606	0.0	0.015319010948560545	0.022339658227077855	0.03631875297986673	0.024781620391908902
NES	0.022819394428371238	0.014313331916899815	0.012819685413766508	0.006813012584650689	0.008714025749905565	0.024487871864421144	0.022309430596998355	0.0026083093531832973	0.018636214910021376
TMCO1	0.0	0.040231615422495544	0.019255678140132862	0.007104203840035733	0.03152246679310363	0.0181587982549024	0.004158810844698329	0.006544044377155291	0.006621898273424195
RCSD1	0.007083447702372014	0.011231049190481348	0.02907686080594551	0.027451013261662945	0.02471398783835481	0.006066193679904712	0.012227116102406189	0.02482929555398863	0.0
SCYL3	0.020050647479378958	0.007108482488793037	0.0009473257492716694	0.0	0.0	0.029538287872313503	0.030185281637150944	0.026955115375117383	0.024247671490505503
ANGPTL1	0.009190432047694732	0.01783321001054304	0.011600936704651876	0.0	0.020668969724704122	0.015470554658508655	0.019410218042689123	0.0012659567445789026	0.026867395065060168
PTGS2	0.018926847804518074	0.0026866446045225216	0.03468266931206582	0.014955083469679947	0.015950524533136657	0.014165917763267729	0.0	0.02767378992996982	0.004900122754245278
KDM5B	0.0	0.0	0.01786496276308998	0.006385087772380543	0.0	0.022550179379734032	0.021952228331317325	0.03677247485334385	0.024356128196340542
MRPL55	0.004637630550122525	0.028871163030467023	0.00036322025575848365	0.03983352707427208	0.03356053182272913	0.028159194554408153	0.006385084463575714	0.009322218976655576	0.00002036087633381177
KCNK1	0.015309646537515247	0.0	0.012247207274308088	0.0	0.001186295211904506	0.007961036561681765	0.04334303229447277	0.01958134998299824	0.030512576216712776
WDR64	0.0	0.0	0.01049822270347115	0.016436215090049434	0.0	0.02153815885841802	0.023536132044186503	0.028201594587915078	0.02893734126495334
SNTG2	0.004018568243326753	0.007984744489898657	0.022026930354294236	0.0	0.03275802448462662	0.008978295398846235	0.009463557413226052	0.01439626233758588	0.020844589284278698
KLF11	0.001441631447596259	0.00872616352056636	0.0076155113583394884	0.004811339233048001	0.006300689475072786	0.0435606982483035	0.02800938280159512	0.012747596433839518	0.020730372635691146
GREB1	0.021765682031731712	0.03050420627666803	0.017089638586334686	0.0	0.024597393918700822	0.02670471058594816	0.008910901342430562	0.0	0.006706543747455113
NTSR2	0.017806772461515262	0.012428597117769096	0.018200122995124284	0.003674557634611084	0.02894763149105836	0.014186005921981252	0.019664498619182885	0.006924815567969254	0.011794950985218164
CENPO	0.02004316435671961	0.020265175905909823	0.0004810956662938195	0.023674671890554444	0.01754962815949458	0.004552516447778549	0.012771753087343579	0.0037867866242421513	0.027108229975559294
ADGRF3	0.019565545714348008	0.009294102643961256	0.005656020341190963	0.00550613458058334	0.011109298442684412	0.03445332381704342	0.0226798770349601	0.009045080763383997	0.018852189056772273
FAM166C	0.02009345845412694	0.027873876908274663	0.01783768762524855	0.008564780252863807	0.014741305903708977	0.0003764467946109854	0.00856518446626259	0.0	0.024548040826611515
KRTCAP3	0.011518904133437216	0.0	0.007553350165312715	0.012656188164386474	0.0012725239909199997	0.023761468830255407	0.015757169415219006	0.035850952155080114	0.02498325358717194
TOGARAM2	0.03468658228178809	0.03047940784297268	0.017981038480419754	0.0	0.020985866447385603	0.005347725185884484	0.0	0.003727842104154474	0.015243234790257434
PKDCC	0.03126145891889278	0.009650099461620596	0.009458598281904798	0.0019353612213194491	0.008623836986427857	0.012948236555006508	0.02259807030316647	0.00008177036685305329	0.02915863625640797
HAAO	0.021727367772107105	0.002074500499000801	0.005023469610922071	0.00891196650944942	0.008678577233950997	0.02177687841932386	0.012194941448533241	0.012833449998060182	0.03125405044881432
DYNC2LI1	0.0	0.0	0.016592623003047993	0.011874179566206915	0.005121135401898912	0.015975851554494762	0.02853126679017725	0.023788826593745583	0.02699415629353477
ABCG5	0.015410613241300358	0.027081869782373535	0.024379800006347544	0.0036181772406372235	0.0058057250139107895	0.01459489354736037	0.012019488046891883	0.01176266912520521	0.015324900478897853
CFAP36	0.011302949031388617	0.025290467579782823	0.015281556800907701	0.036510195136205396	0.023624469934979693	0.018246065374774505	0.0	0.016120041219719484	0.0
NFU1	0.012959865847016073	0.014542414316748303	0.0071735676897584436	0.014253156362796286	0.0	0.015672480682931315	0.043915304492634234	0.006735964774427759	0.0234632802366194
TLX2	0.0016515116982986648	0.03683703913866689	0.028026640484349167	0.008876667513052392	0.03957517835818884	0.003140951696270227	0.0	0.0	0.008200541772692995
AUP1	0.026021269210895672	0.005713029795748494	0.003916631369687017	0.011416256735965281	0.010462843655178862	0.021288168166501274	0.03790616042023542	0.0	0.02173251143315629
TACR1	0.0	0.004300569512115421	0.038118850032789524	0.017217611853760438	0.014327668910969756	0.025803317632944443	0.0	0.028259146582136335	0.004309074311230793
RNF181	0.004055292969221038	0.002238262193735966	0.027642743462722823	0.0028122088050795235	0.011496709851223051	0.007331561777587485	0.010597429723405763	0.01276814265223196	0.032355960295483474
PTCD3	0.0	0.024257405358998334	0.04093359843032635	0.012708309150465724	0.028552240282423147	0.0071934122874889725	0.006057522555460532	0.002453597682916608	0.004819165217935015
INPP4A	0.00990772492176884	0.0	0.0	0.013935072015120013	0.024305891685095175	0.017247170452461033	0.017682371879357964	0.021544249441628974	0.026123871079541432
IL1R2	0.0	0.0	0.021966674775974825	0.002064948996462861	0.0021449090200440545	0.015985612055332367	0.017509759194921374	0.022457693079230318	0.034266035303714096
NPHP1	0.018021120517595864	0.011118312736884158	0.0013992816183067826	0.008379832570729908	0.013212702594574618	0.015881751551936326	0.005172070090312364	0.024795366943546646	0.02877281315115104
IL1A	0.009459713576678616	0.037435421382452	0.0024707825905950853	0.00858500504662616	0.012874782412292899	0.0040336142682524286	0.014123368352366794	0.017283975029279013	0.024794079622081702
TMEM185B	0.03476210889527116	0.03195260436808118	0.009078711052322105	0.015244326922316021	0.018997657848312734	0.02307249010538326	0.0	0.0	0.007625933738644831
CYTIP	0.024721087435911795	0.005851957591295044	0.022721640215306874	0.011461737705411555	0.01398046412341939	0.028927076624144926	0.020332777810112303	0.0	0.009035951739604973
SLC4A10	0.01162616771826064	0.017146309547962677	0.022886400521244982	0.01463053205171802	0.014062069966064804	0.0029207458103851186	0.018939653561489234	0.03669777041719281	0.004799520013198191
DLX1	0.0005030709182723136	0.0	0.013356248867546189	0.01864607714377933	0.0	0.014634080924361094	0.03549841362215376	0.017114481649898292	0.029520712560824194
FKBP7	0.006648085515783923	0.008131791873616548	0.003044729285029001	0.01589400407147936	0.021055504379256896	0.005947098216988903	0.03573742062674188	0.01883226597810338	0.02206248065095313
SF3B1	0.0	0.025322654922626607	0.030650068716086692	0.018127847242247357	0.024602867462387185	0.012108464652393456	0.0002557944282740189	0.002421498740875046	0.01201130040863427
PLCL1	0.011039952056930934	0.012130714461171947	0.0212341732366412	0.0053186915276157145	0.02325232827890614	0.030174023147727446	0.017358434212704266	0.0	0.01128048096983386
CASP10	0.02307726951371665	0.026119675890432115	0.02362288574510451	0.00031332307097899976	0.040438735662033605	0.01081752282719456	0.008976568848667344	0.0022377383857325687	0.0008390711732810046
ABI2	0.019840853845441868	0.015603413893687244	0.016874987781341985	0.0038985599359430945	0.02202719470601872	0.03529808593045668	0.008430950781788743	0.0	0.010757584523398755
PECR	0.027322764199816465	0.0	0.0041353406314618675	0.0	0.0019773655785793615	0.037584087424880036	0.019663709428428773	0.012430836881384305	0.02724798373321197
FARSB	0.017672688544381962	0.00769565449456282	0.02231375360235539	0.002431446293598537	0.015083543789957696	0.04644188357308407	0.005353676119736863	0.0	0.01235413758892648
FBXO36	0.0	0.005811812974012307	0.006981592273065683	0.010577867794512042	0.0013488955296600562	0.02473879766199106	0.014879661436913492	0.03540127510135673	0.02868055647397844
CAB39	0.009206312654710924	0.0	0.002254583655834918	0.015998762581812112	0.0024890398929043453	0.03347594257675836	0.015669167895246014	0.03224630977327909	0.02390717277877477
ARL4C	0.030378579545461193	0.008959278223304343	0.014577299330237822	0.006718977955233738	0.010842758644874138	0.003663509607702311	0.023404693866312103	0.010108212044927295	0.02235569714017563
ASB18	0.00952325105706279	0.014295282477127963	0.01627960471373201	0.009258522734441499	0.021894437252779408	0.020160796231445694	0.01309938278527165	0.035335280454927925	0.0037185935354775716
HES6	0.028208514676723077	0.025343722181333975	0.0	0.013566378352122025	0.018204320184992278	0.002496201470863323	8.798915916699854e-6	0.02225435516984302	0.022618049076014998
DUSP28	0.00934657984206016	0.039967502263664884	0.021620243192117642	0.017259987699066857	0.03469338334860508	0.011327063434341478	0.0	0.0	0.0027794556671351164
IL5RA	0.01368193149439506	0.00577298051523583	0.0	0.01311779690158494	0.011405688263050473	0.015948820386248237	0.02138338467777849	0.0356374477140772	0.02189295458351826
KAT2B	0.010834836244850526	0.022885131744805057	0.024736920581201995	0.01710217297260035	0.02657149538375684	0.017427901476440095	0.01606992260132963	0.0	0.003372496619021047
SLC6A20	0.023252322742161352	0.030863872995288838	0.004967989082294063	0.0051088234320887296	0.015268526522315917	0.012711940581694543	0.012630899938325354	0.02500380024334919	0.01191724899019808
LRRC2	0.0	0.022151256373992068	0.0007039785274793844	0.024171066198640706	0.004339966122163152	0.021484152644217467	0.01743361285546582	0.025380946948039825	0.02205634093147794
APEH	0.001609164452420181	0.009227184885422724	0.029705539451428443	0.01961114191887253	0.013562250114441307	0.006901597199346791	0.03181358844934937	0.0038676516975267414	0.015201016493301134
SLC38A3	0.01748307604076692	0.03627860193659729	0.018237345061209376	0.00466715631885271	0.02240460057308743	0.014283838423019023	0.009213880382428652	0.018088484814683406	0.001694146151431947
RBM15B	0.0	0.02573339248563832	0.01664713292111571	0.010712414047803933	0.015757711403630602	0.03135198268012625	0.0	0.0010035902100188337	0.02187913541815723
ABHD14B	0.0	0.02017598923072342	0.015314234281669153	0.013091653735407448	0.0032762017085302387	0.012886157845149022	0.018015837866408504	0.004391922470859801	0.03282220805169532
HESX1	0.022478452424988735	0.00474272314587127	0.0013398709245239318	0.010510760599627638	0.005467992856090549	0.027567709818345408	0.006434994155017344	0.036794762296759605	0.02103588752334858
C3orf49	0.016212926053225968	0.01442259153931426	0.012399988461190373	0.0	0.028710848504127487	0.03077694210695503	0.014838831880621935	0.03133650855568239	0.0
PROS1	0.013207075382497895	0.014983954786600936	0.012180803891177589	0.010500360510059495	0.01940050775088371	0.022704045600892005	0.015123394792176923	0.0	0.0206470634860992
DCBLD2	0.013861405091460647	0.030787508407350825	0.02211131637504161	0.01672907520396221	0.02454085993754973	0.002685996718408765	0.01748958666398112	0.013465129068341856	0.0016830720264118064
FILIP1L	0.006168991973637802	0.0032868613020880003	0.02640807042730944	0.03473601975306747	0.026176092621316722	0.024444987734008345	0.0	0.019484310760803317	0.0
ABI3BP	0.01841423953039759	0.009043306812518626	0.01680877561936619	0.015547756303723325	0.01675019371586157	0.01932409777852607	0.028684699374436528	0.0	0.013141480739559069
C3orf52	0.0	0.00513822001860628	0.007356488158219406	0.021238450613414058	0.011968827211108047	0.0214660928485154	0.034991384218254276	0.0037312091930943527	0.026292622009411824
FSTL1	0.011410676041709833	0.025683076901404707	0.019691850739897352	0.005211515244607523	0.03620535707905822	0.028992304367155282	0.0	0.012780220888485839	0.0
PARP9	0.014904510697917699	0.03277919537685497	0.019563982122736304	0.0	0.027539357071094756	0.011210869948332912	0.0	0.008045892801607892	0.013723029660686923
PCCB	0.017788485777085215	0.00022647421088125956	0.039100768720294624	0.0001885616680362828	0.02277344172351144	0.021450343875528664	0.010057352204166857	0.0	0.011202978259496846
STAG1	0.0	0.00817945624538244	0.037094745570797165	0.0	0.015823619211672676	0.015466730365649705	0.01631642820969616	0.0	0.02305101458700899
GK5	0.011346435274811604	0.008786988980656956	0.004059262910322105	0.017166030067822833	0.004851993421016893	0.02064790765702375	0.020303843377381087	0.03330773107307154	0.0193732928557271
IQCJ-SCHIP1	0.0	0.01583609683727754	0.0067703429852120625	0.024543021712191956	0.006300094335295852	0.01255966773298036	0.025934022044991446	0.024202964999052272	0.021380520787147084
PLD1	0.020999703921443708	0.011690818657923385	0.014948936927899757	0.04138489425606324	0.008562211960445723	0.01648678331206608	0.013016247913641577	0.027105830809257714	0.0
EHHADH	0.02343328241276146	0.012240745628186332	0.013715169911664417	0.022737608712499517	0.02908034547153082	0.02468871537536321	0.0	0.011170354145125877	0.00443415083030296
DNAJB11	0.0072392849699546334	0.010423582238959844	0.004219698930403395	0.020309970932153552	0.012339279999134518	0.01054400734967533	0.022521154930853216	0.025710641979587008	0.022596492941034236
CLDN16	0.007140291185526218	0.002753442188619452	0.01393077644117665	0.011018480274507303	0.0040913377937746576	0.03208523754217431	0.012164476821161596	0.022366813571656402	0.023014960124526904
UTS2B	0.01758109564450874	0.03135765700819173	0.006365661929982294	0.024821912258651234	0.01860923086805322	0.015655747661356592	0.01029991787632339	0.0	0.014113195439043744
ATP13A3	0.01575291904490008	0.0	0.018709580232487186	0.00336716561269405	0.013552037386352344	0.02652142354136517	0.011983857459307402	0.0026396642436338057	0.027076988243628076
LYAR	0.013091107762482294	0.028004960390278017	0.01633677893662759	0.020793125949426953	0.020509168279878462	0.0020729378699253054	0.012814598302169725	0.008710934340225789	0.012954870583795547
ZNF518B	0.01238472892613879	0.028025358346011813	0.01541133824358732	0.008354366995068075	0.026823255834615225	0.03197141693544155	0.015660548899286544	0.006822148003226098	0.0
RAB28	0.0	0.020831383722995197	0.03405882865010503	0.002792321627142502	0.020815817586410542	0.0	0.015660509718445244	0.006091476217202615	0.019323788079664325
QDPR	0.02213788617080772	0.02658715623461965	0.026170082346831946	0.012161876755996946	0.025994500682931798	0.013721051967310573	0.0	0.010415031120954836	0.0006318813371058779
SMIM14	0.022613005451403084	0.013921510353978908	0.0	0.0	0.0	0.03417744774795953	0.0199362114809959	0.009029774078937193	0.029767276811031862
RHOH	0.03355763924054416	0.0022155133710289876	0.010187953382456857	0.0	0.005348435159992365	0.023067477475847212	0.017629542178964404	0.020173941006301873	0.021248919873117146
RASL11B	0.0	0.0	0.009462294337823043	0.014380151231467497	0.001777769956151911	0.024137065500765754	0.015306107634879008	0.029071230748893038	0.031024191036378372
SRD5A3	0.020076471426009556	0.017795433889163874	0.001520709808076043	0.025277912091779185	0.009207085955468208	0.0	0.0387550928385731	0.002094177468049009	0.024783289506181107
UBA6	0.01728214330364968	0.02487376763179276	0.01530546590664715	0.007888068643501916	0.02255111214300972	0.003975515901164257	0.013743296577169318	0.0	0.021140418660488908
NPFFR2	0.03238267775050421	0.017890340666294306	0.020179640920453813	0.02103987489105322	0.019476953320063033	0.0015464596656244733	0.015558932780128869	0.016845945228820044	0.0017326159168653662
COQ2	0.016787248069446526	0.0	0.014601891370871322	0.01478333059616654	0.004007129306980655	0.00749248923782944	0.01807087289927288	0.01325025792549913	0.033109461883066064
ABCG2	0.006659071094618158	0.002131169408639449	0.01681741171857625	0.013141130411657076	0.004488795444623882	0.02154393295503455	0.013248150992644064	0.017648588103719904	0.027666238461236812
DAPP1	0.019069491357602733	0.03626989363990215	0.009900942805394214	0.00796318158420862	0.03231081764500199	0.013492431921156388	0.006136115786609684	0.0	0.010109130534137856
EMCN	0.02132818916014842	0.012548232201869392	0.009530691413009367	0.000060128122674404907	0.013461478900320978	0.020272437296703118	0.019918321266975285	0.010538838016331669	0.0224699118199676
PPP3CA	0.00499417791896094	0.02518644439798466	0.01892301834778148	0.039176064622043434	0.019431321411812696	0.0012757794149390151	0.016835671129685478	0.015616483383772898	0.004023144543200769
TMEM184C	0.0	0.02097149936253648	0.03819329682514968	0.0	0.021776399451157894	0.008639509080421645	0.0	0.017025107158160722	0.013886229752452814
PRMT9	0.004315604129794512	0.00821685058354495	0.030680536193007826	0.026344452349731592	0.02395837672842583	0.013652498675558207	0.0	0.019375462200206167	0.00608220749528642
KLHL2	0.015690875362830873	0.0013880725092007367	0.01588499997003458	0.016460443044530673	0.0012722759614690934	0.020209108879674267	0.0323657416884733	0.02477498670917312	0.014133566787727798
CPE	0.01607029284284988	0.015338838179316217	0.000024022481973318845	0.015049739422695576	0.015383622925471845	0.006698605316039284	0.015853998322690233	0.01932152673033705	0.027376579518069016
GALNT7	0.019332208617477475	0.0	0.014299990249588	0.011866891678222998	0.0013117895651576072	0.0087622495206257	0.03091017425900763	0.032445176107160856	0.020492492349552277
GLRA3	0.004841393613135005	0.0240688955447693	0.005287486414607904	0.013062391296758508	0.022636528919685813	0.011781416562849997	0.01710586933141185	0.010972296746438666	0.021495491325009056
ADAM29	0.017748889110634502	0.005570340314376187	0.00238739582871003	0.0037674517698522755	0.013797674242425497	0.018043408918621856	0.02296348530590449	0.03680397411010563	0.018628084126642495
TERT	0.01827878427206408	0.00020361302741312042	0.02172942274012431	0.004372353148480426	0.007523568225825943	0.0	0.025912990390538928	0.033126451604571026	0.02111360080511038
OTULINL	0.018910793854174525	0.012473050920783425	0.00046622249291404543	0.01211130341230653	0.013609251488991198	0.04463189762195744	0.018211497485949413	0.012028477752509955	0.011587816139149446
AMACR	0.0040791181354192406	0.001132442083227728	0.021529948374281575	0.008705252856715513	0.006843219860241164	0.01076711014644548	0.043659221389078746	0.015203705011711073	0.02112819891500936
DNAJC21	0.006732471365892033	0.008480299274973974	0.037131677392497724	0.00631016908028634	0.03000543210195754	0.025121782900696575	0.010494923749719087	0.00983432531345113	0.0
CARD6	0.013202999434193157	0.02163246693075356	0.020335886717619007	0.006361983231065454	0.016533278778393078	0.0032473177078305043	0.005037000307380527	0.042222734399754255	0.008782546991546144
MTREX	0.0001108879512030056	0.004156615757802318	0.013852968750650637	0.015184251329642575	0.004765663029241211	0.025652039083815054	0.017832626133021647	0.026763389871837382	0.0224056523919386
HMGCR	0.0167502119476661	0.03330729053617911	0.008956344336116789	0.012965688717920016	0.01602002804320797	0.02324753849887448	0.002322696048730173	0.02452923565444682	0.00539957746276488
CETN3	0.017615714403649785	0.013861569292901686	0.0	0.037702546349544654	0.008176509442645438	0.0008013117362042333	0.0335981553533143	0.005556844314480667	0.024321836075220288
POLR3G	0.015508796168497244	0.003995648342127401	0.010490089809974465	0.017740417354894022	0.014436404158447222	0.019561810422513957	0.00903642715489051	0.03375698167226975	0.013803362242639422
IL5	0.015728165953490983	0.03744846888972143	0.013573383466494261	0.021182706382719435	0.022977306473325066	0.009522454809051192	0.0	0.024717921171651315	0.0006604248143612646
MYOT	0.007448964494137225	0.010106376087290488	0.011010798042231828	0.0	0.005915743526382353	0.034619433244360266	0.028255302283860525	0.010081704645866798	0.02334098895676521
APBB3	0.03259656532576737	0.024091090025259207	0.010152025530823658	0.021658797216310133	0.011881387944713993	0.006035933043410605	0.013533457505986862	0.002150232098766886	0.01570408654823242
PCDHB6	0.011856029387716625	0.0385809618428383	0.022568157456591218	0.0	0.02668093193555045	0.0051041742562415665	0.0	0.009094780091882184	0.012871543451591999
PCDHGC3	0.006932572342862852	0.033350106830557766	0.01946783035335254	0.021574639474462032	0.02506605124074101	0.015650302681822766	0.0	0.009292456397278761	0.005627853507038492
PDE6A	0.0	0.0164318520121213	0.047490825692781236	0.0004918859918449562	0.02432038495563357	0.005848786981105326	0.008632496040740066	0.018605505636876647	0.0043541432750547155
DCTN4	0.018453268796129914	0.03430971359193581	0.02122437871438565	0.006856225677508331	0.03954476977282316	0.011877125308229552	0.0	0.0	0.0026872617811499774
FAT2	0.023762668141255484	0.039152635071549806	0.00887508964619985	0.024048218237700925	0.027236590949822774	0.014921924051577459	0.0069938032119607205	0.0	0.0014986353148769651
ADAM19	0.02651593487298289	0.001990882676151959	0.036868160723195244	0.0156553922919854	0.015371018636104223	0.005266107855829444	0.03040724664505615	0.0047537960576138245	0.003061229644328737
INSYN2B	0.017367489787284498	0.0	0.03086587186920245	0.015793105260477516	0.02492865024500301	0.020873469315179	0.034119949782702615	0.0	0.0
KCNMB1	0.01934445886855836	0.00928999101825665	0.030651250978525835	0.019728900259976544	0.021515636011108386	0.007837543877122287	0.002723221332084191	0.030176689489174957	0.0
STK10	0.01485396510185496	0.0	0.0	0.031474905969139697	0.0	0.016209326942263434	0.046713664920065394	0.03389102350963374	0.013433322890099925
