gene	S0	S1	S2	S3	S4	S5
TMEM61	0.05535449631071875	0.022737102997097417	0.0021755684709015063	0.07747353834603361	0.02646958717497484	0.009258566850027681
PCSK9	0.059411853701843466	0.024983271729529556	0.04919515186887065	0.008521581940950379	0.04362215192855507	0.04319253892680914
DAB1	0.0818365650492597	0.023847847577290655	0.05325059760630308	0.006869612506819089	0.03471582424218099	0.01900966720465196
PTGER3	0.0721763410251053	0.0	0.05144264285018947	0.030380852980336864	0.024110782852674838	0.03959110699921443
NEGR1	0.04085651965055474	0.01800252117810451	0.07131454543496529	0.010140306528791632	0.046448990346467926	0.03094112152615409
LRRC53	0.050349314033958016	0.026761732320904577	0.06190882298086418	0.0009603098458823453	0.06361505090188543	0.017463839160553923
SYDE2	0.006286783749554377	0.05488066103221342	0.06546377012601885	0.013085665972083807	0.044994446075892515	0.026791731899699738
C1orf52	0.042656972905589716	0.0172290506173394	0.05615666172942768	0.018559333092382238	0.04125153679952252	0.048095931916082385
DIPK1A	0.048523453133116436	0.0	0.05281894398333024	0.03633347876610613	0.028378551584403427	0.05317040068465745
FNBP1L	0.06972474769160264	0.0	0.06947866749882173	0.0033083734543698246	0.05007080056673878	0.033597729274669856
SLC25A24	0.04159885179399759	0.014720414469039779	0.050883282662180486	0.02834611467775606	0.04219103549094333	0.04060973543723374
STRIP1	0.043490885343395624	0.0610693373924612	0.009733033661167366	0.06305717729619836	0.0075482375478702155	0.006573419082010152
CAPZA1	0.023937265198230733	0.07225395548065794	0.03507441958208158	0.03907092051858925	0.0	0.03364705220815936
LRIG2	0.03587023034674875	0.027721020308601293	0.05385631848483555	0.03280240251870639	0.04780959244970333	0.0012225542936528373
OLFML3	0.07537272442729595	0.0113974285550527	0.04604509939269231	0.0276399238557201	0.016875318417907823	0.04221092189862883
TRIM33	0.0	0.02292256332477603	0.028826738880095425	0.04545038890568408	0.03359453026675449	0.10664137880105179
RNF115	0.0	0.0639054648884713	0.003190806507686084	0.03703068688508902	0.08106653222893874	0.03900874385634335
CHD1L	0.03347199635047643	0.03918688715029826	0.028234454675144304	0.029798487545500154	0.04475930807680211	0.04762463467152107
CIART	0.019878228727072993	0.07320669872751552	0.01855455065298814	0.028197765889739743	0.04275251896738174	0.03463726009568752
GOLPH3L	0.0524925843303157	0.027903741997862788	0.07869072774096826	0.0008539446895805381	0.03048791774060327	0.026301782306062272
RFX5	0.04851402797346413	0.0	0.05622748835826104	0.006006746009168493	0.055629248348965404	0.07893006024049531
OAZ3	0.059815831641190406	0.028980993844492833	0.0684007542214929	0.008332287093531685	0.031624885123248916	0.014158655634054555
LMNA	0.033385113684204056	0.02529965627208405	0.06597201206368898	0.0	0.05555164110863537	0.052327424390184306
NES	0.05912196573294421	0.004865260828185982	0.038126786830550874	0.035708190577116	0.04633591543155939	0.03373334269969178
TMCO1	0.018945239012081058	0.05610367941255028	0.021701479253743803	0.05976625636325875	0.013768721656904325	0.02760783519205592
RCSD1	0.007266112264818439	0.07237366690252621	0.0	0.032109297564311585	0.07057063326961761	0.045284030727241534
SCYL3	0.06912109356432271	0.015658393641477954	0.05677150664244298	0.008333875600343757	0.04195622698830492	0.032105620583665166
ANGPTL1	0.056776117609627696	0.022647714350529865	0.05462192105103122	0.039955198408646184	0.0	0.028878166462908698
PTGS2	0.007091932952874848	0.05648693117577688	0.014143345744445986	0.03791274134069827	0.08280259196213559	0.012864205565168957
KDM5B	0.05708635230648142	0.06020563798324216	0.048721351037105357	0.0	0.04841337815120235	0.002485414746512476
MRPL55	0.014635181638768204	0.006069248556575275	0.032144425582380766	0.057502401534539	0.04152973702828123	0.06574572931457406
KCNK1	0.07939923635183037	0.04564719060150835	0.0494854117605748	0.0010421169916559948	0.006676101376710262	0.04617267664459803
WDR64	0.05375486892129335	0.038087380196113324	0.06593996271426956	0.0	0.04534228511423486	0.014922402250695984
SNTG2	0.06016312559584944	0.04754849603192224	0.035471291516613525	0.0402433612849631	0.011635731767414718	0.0010551833930797746
KLF11	0.07590280799760367	0.008516943885118497	0.05146170801590995	0.02112001529617545	0.023973978391105127	0.040618183700983086
GREB1	0.03875441259009709	0.0	0.026686596033530966	0.07439279618554193	0.024479436256868565	0.0351323847727302
NTSR2	0.05719554507961762	0.0366456843293621	0.011722888057115402	0.048000644344499306	0.02099943759418131	0.040423740246703484
CENPO	0.017187063677211362	0.021184405905055995	0.07218529086185857	0.038203917092389364	0.028093148891452112	0.019826477159698708
ADGRF3	0.06240820060884042	0.005945688671782	0.04312217448147915	0.031062634607020526	0.03533399740234317	0.04367118442038505
FAM166C	0.01382718837954875	0.029917259814194252	0.05908566913528683	0.05552560487167832	0.0	0.03521548570959154
KRTCAP3	0.05611511584221832	0.03178978813117844	0.058097056120635995	0.0	0.06462336855974778	0.009178053042857542
TOGARAM2	0.01237709474507651	0.03429827627300022	0.03107446172549617	0.06459048514295992	0.03217107506564814	0.01869490155092475
PKDCC	0.05094939574324894	0.0031903891795039183	0.06040233204531285	0.0405231776969073	0.01133231132088572	0.04187739787143899
HAAO	0.053639082947914335	0.014515600073030332	0.06904212814186465	0.023959240639337062	0.02733140433210978	0.01703176740057613
DYNC2LI1	0.06420905341980497	0.06316567151954854	0.05498371197705374	0.0	0.011477632833094406	0.023174077100568045
ABCG5	0.025239538289825798	0.05223350132381806	0.027396387278318623	0.0375227763117345	0.04544530417269097	0.020551864608022198
CFAP36	0.0	0.026109692664766933	0.026906719473292557	0.051918155786138225	0.07692090669461446	0.029064077087808612
NFU1	0.0672817681490308	0.015089692918615939	0.051607796269832175	0.013516016461327336	0.01263996670975096	0.0748749439364155
TLX2	0.01349496303935652	0.0651656029165212	0.01589269964890425	0.07139230236542506	0.0	0.024413752349559385
AUP1	0.06643312409673836	0.0	0.04273621484863984	0.027761696179658568	0.01871117021530976	0.07964057216727755
TACR1	0.016259304052222864	0.07077579894806356	0.013686213180304661	0.028322705413847436	0.07655666815683367	0.006260468399045962
RNF181	0.04038155201009862	0.059071815800704704	0.05907657936559221	0.022601174735821346	0.0002287756257575852	0.02068387319370943
PTCD3	0.018488536566667206	0.07447230835410734	0.003382256750109697	0.054633542290198275	0.02266207529690682	0.032286373633380744
INPP4A	0.05629706127373501	0.011367116032189595	0.06622330603647057	0.021260654905203534	0.03652151205023143	0.01691569602274067
IL1R2	0.06667294474901436	0.06537865510735502	0.057404458929858564	0.00047993808179388526	0.012034558286897479	0.0090928552462827
NPHP1	0.031105714120888025	0.042377553084028616	0.06275224992488171	0.01918989861808541	0.038407683388347415	0.011106854134713975
IL1A	0.017789577695839498	0.04950538161632272	0.05837284430110808	0.034047159179502955	0.010694471976705543	0.031809465385175525
TMEM185B	0.002531635527885132	0.0	0.03323892746820484	0.07051060278871496	0.06718832307262029	0.026348337104240595
CYTIP	0.06349866252856969	0.0	0.018790159985796737	0.05260570301473406	0.03907898754625264	0.043386846802879735
SLC4A10	0.000869372571437788	0.08517850282577752	0.010391077362499999	0.020860220659895814	0.053747896258376025	0.06136315660868405
DLX1	0.06381073209759097	0.036109081568651044	0.057674913684823796	0.0	0.023046180998521158	0.0510584268074975
FKBP7	0.059088348414050494	0.02259452969797706	0.05765338769720678	0.022393815064017986	0.00995062656770793	0.04548207519947708
SF3B1	0.017996203968774126	0.07620948209977642	0.020591165418673785	0.04851988421854374	0.006719990929670937	0.03258039475393189
PLCL1	0.0689392476132775	0.00549808175813177	0.023129519154692246	0.05579080728916417	0.01795571066939916	0.03979461868861549
CASP10	0.032724531403220604	0.026275369324182243	0.0021263056495160436	0.07484841592732358	0.03666997016717484	0.029202606622860377
ABI2	0.04883242590858011	0.0	0.02744892707312123	0.0603922819570737	0.03968399193038785	0.030099853335577888
PECR	0.07179735284451019	0.003118311305243228	0.05356353888528844	0.02220671630406388	0.041206978198920614	0.02477451796319609
FARSB	0.06512666395495911	0.0	0.02252323854063291	0.057779110125712116	0.033118042829232495	0.03236634224374912
FBXO36	0.04805984879798195	0.036907298296991485	0.07568331803790257	0.00411114966502663	0.03879773414580828	0.003532656196164326
CAB39	0.052606571678391376	0.016994288983341786	0.06593486462925054	0.00617448090006872	0.057511381622117164	0.01921576535410438
ARL4C	0.02687021971385513	0.024208775894366312	0.048972497658532996	0.03616261019582587	0.03958079434313839	0.03396439464995897
ASB18	0.029276071689119543	0.05213478911445875	0.012926090093449834	0.031155774964216867	0.07175699506338998	0.020782234754090786
HES6	0.0030005241524167997	0.03243387768413971	0.056626892031998555	0.037632257388409925	0.050856543061912604	0.02195898187999858
DUSP28	0.0	0.039027983537839914	0.021850288975604534	0.07821559235254452	0.03649895324090296	0.010422598747355958
IL5RA	0.045140200535498894	0.03204045614342773	0.05500241446883023	0.011772664829835718	0.04449493028708817	0.03216134889948787
KAT2B	0.03704242787898474	0.008906533723646802	0.016195316449410784	0.06893275779788897	0.023913860946105085	0.056772571344279696
SLC6A20	0.012671203609730987	0.026440779594542614	0.047385339456381986	0.04729178831632818	0.047680594829112286	0.017730960748935053
LRRC2	0.01934222284667285	0.039747985915421086	0.06536599742485397	0.011862684182699501	0.04143992866763562	0.04099025161978788
APEH	0.05114657821362972	0.05309967060543683	0.021108509372796375	0.02575749561579646	0.012056492912923447	0.06729124538306103
SLC38A3	0.011801423675482781	0.045132398989586445	0.015517704082747696	0.05835338336657708	0.047448061046188504	0.02498786688897511
RBM15B	0.03801093932385452	0.03136054577246678	0.054065098605169705	0.04698701419596494	0.01107829156769492	0.010487986475700489
ABHD14B	0.0452805771472838	0.048816692622213664	0.06523355622685795	0.021001686184762062	0.0	0.025004257300757244
HESX1	0.030635523708679592	0.027346842105784145	0.0538771675917873	0.014916736262841492	0.07462997292546913	0.014177874980123415
C3orf49	0.04394140948560984	0.029116612595674267	0.0	0.045109143373262835	0.08165098826660847	0.018272142483204894
PROS1	0.04773952374589337	0.0233957735011721	0.04302398671078792	0.044147113631946025	0.0031298322154810656	0.04964906481552172
DCBLD2	0.011959968242777095	0.052996768086800844	0.011956628305104364	0.05722503519833153	0.030876043429750418	0.04464455987628268
FILIP1L	0.011468921146139517	0.037617490007132756	0.011535510264554306	0.04166489717985003	0.0822471179597912	0.036071276049219024
ABI3BP	0.0589744574667708	0.008933388644736678	0.027765660073194733	0.043328039937686344	0.027505660264265944	0.05627491427704175
C3orf52	0.07575159703561274	0.03632913772979313	0.04705177327360495	0.01055635621458402	0.003983719313384909	0.05458887100785332
FSTL1	0.02569680378371324	0.021895628540975164	0.006363165316958415	0.07243407929563705	0.05982445135020428	0.012147190614881393
PARP9	0.0072978720830566895	0.0550148461190062	0.031147164931730108	0.06150260452760432	0.02708527947524893	0.004932466220816535
PCCB	0.059211712584437796	0.030779234056412353	0.005462568682168751	0.05114290568860663	0.05634860779947052	0.001988022088347736
STAG1	0.06977379910970852	0.06736878763411902	0.022322737592634194	0.031187779885425	0.004596829669256326	0.009507454958982515
GK5	0.03656137752502313	0.030814727104413145	0.05623035677810134	0.011708298801325328	0.061168525910038886	0.02075634243194812
IQCJ-SCHIP1	0.03694924346172781	0.05156568992717446	0.05131590576394404	0.006053350468920292	0.03997088817114183	0.03732025858592915
PLD1	0.0	0.03693409873945516	0.017338644900174824	0.026491735874661138	0.09603658362619386	0.06170193441091097
EHHADH	0.007247821127716268	0.03078209816677538	0.016857233335909137	0.05405352868141056	0.06462187573663315	0.03998555219495184
DNAJB11	0.029949162938466445	0.04623324071657701	0.05782207332235233	0.010671080884554896	0.02935802965019366	0.048155185529928396
CLDN16	0.04832909464033105	0.03292736670009645	0.05828039519596929	0.017904432332505285	0.03853015226559187	0.013423970298388882
UTS2B	0.01328391812833269	0.005239358933516827	0.0453206469902604	0.06161791099841325	0.0	0.09269359308734249
ATP13A3	0.06479432463879996	0.023460069957297616	0.04456765315617538	0.03240612023416851	0.022809733180567407	0.020454938411412462
LYAR	0.0	0.05643960328974803	0.032277718887706384	0.04582069425053546	0.013193811946026085	0.06822260815037916
ZNF518B	0.04034480750131145	0.010850646961448428	0.009116899339975133	0.06417295630396133	0.038634654036192054	0.052907081590985984
RAB28	0.032112081615118894	0.0750522792286018	0.03314358833739368	0.039655911369996785	0.0063948416877553475	0.008292049739258671
QDPR	0.005692937751762453	0.03827145985789865	0.009704072958354439	0.06266749780932748	0.062130100469507406	0.026629613602080403
SMIM14	0.05755519542413493	0.005423008905273607	0.0650265678659081	0.024854580595276426	0.030369895596538188	0.028953588607571537
RHOH	0.0487510704711803	0.024501324109997242	0.041082643430947835	0.022446448500903545	0.06305742336888788	0.016248689560745204
RASL11B	0.051899863927179136	0.03994533745911827	0.07187362990269239	0.0	0.0402548611115161	0.008544769771520834
SRD5A3	0.03720750318896156	0.02596793835627516	0.05667916197038334	0.020854403636527907	0.013407465827290972	0.07351682683587082
UBA6	0.03386705210322464	0.03597297216657069	0.038585987518865335	0.05270942802907766	0.0	0.04443547259071048
NPFFR2	0.0	0.05333351039327191	0.006219311946187928	0.0401887482947811	0.05967205744561917	0.07468769088711437
COQ2	0.05112894790728107	0.052590382154275486	0.05505510197607404	0.006366663208032758	0.028672678897458403	0.02222789073906999
ABCG2	0.04410984562825248	0.037935514282152485	0.059277863161235185	0.01364499298479833	0.04412946716387123	0.010607301895615612
DAPP1	0.020386824760243713	0.015217406626047359	0.03595685228462381	0.07613011936265389	0.010424971487559009	0.034078435937365426
EMCN	0.06161218858474711	0.012839317311509845	0.0503417959088146	0.04001021507451688	0.02532894744775452	0.010932928466440787
PPP3CA	0.0	0.05753899135886608	0.024851208374859782	0.03548386762572618	0.05406500207842461	0.047979707499627613
TMEM184C	0.02678960609803997	0.07788937939549191	0.01908199564134376	0.045362416302808926	0.026899271559687896	0.0
PRMT9	0.009941461699166964	0.055026414610997824	0.01852318324817828	0.03760060709708775	0.07387313411979292	0.01551370443787997
KLHL2	0.03590770519059298	0.04330392494793849	0.035078250249796605	0.0115424376597777	0.03966401242232261	0.07345158087513234
CPE	0.026361576401390373	0.03632058803930425	0.06806867167166984	0.028602543470859144	0.004871040338639069	0.04347595695028849
GALNT7	0.06404368650797244	0.051514057641440875	0.03032386525069444	0.0	0.06193897485574653	0.02463044110483219
GLRA3	0.03367616756097779	0.028681795462259966	0.056166699102927604	0.0358586664153737	0.011421962178309122	0.0427424895949357
ADAM29	0.051835234675352504	0.03851709527863648	0.042017355988667	0.014548689014553287	0.04554781795214386	0.028142882106315544
TERT	0.03333461231847028	0.07914235712827714	0.03350505093868556	0.007274757586659915	0.04511145287085822	0.02056103810523657
OTULINL	0.0530487898972403	0.004063468998737019	0.03728032424561464	0.03929052223025578	0.023322916749698344	0.06981854747793124
AMACR	0.07187325444866491	0.04990572553562484	0.03166776825133883	0.0014963702703495855	0.028904378964790946	0.052967966668453006
DNAJC21	0.04024798864879142	0.043735724944180536	0.0	0.05276603159449484	0.04256862006423846	0.03841886297538077
CARD6	0.0	0.08083728702390354	0.022340555894111217	0.027357074274389423	0.062216265335377455	0.02151298425246524
MTREX	0.0553576119740163	0.029523816532163297	0.05113351605772371	0.012053830554086204	0.04333611006306585	0.029624048668152367
HMGCR	0.0042560770845880835	0.02286827373225458	0.03876454097263992	0.051691663912047735	0.062277822730509566	0.02317336984479671
CETN3	0.0210895716954432	0.020891012351062006	0.06595298460065287	0.019227617257198994	0.007161097328617829	0.10114605281561152
POLR3G	0.02669783894047593	0.03272982415845665	0.040156273605428935	0.027110815175633938	0.04504715172418776	0.05130720790056612
IL5	0.0	0.054458239810963906	0.015411272711623273	0.049518974126238374	0.05275421065744985	0.044901737329700084
MYOT	0.08215484167088326	0.012154997249756666	0.04966746199082475	0.02865945745443817	0.014453631386199537	0.023924467333026677
APBB3	0.0004803312773569695	0.011883001786794871	0.05225243619825319	0.05421627958582885	0.026225339134171285	0.06590615250856681
PCDHB6	0.016927745245264032	0.05097805079154955	0.029302254582118794	0.06500865523714355	0.014351946024247159	0.011175828907867134
PCDHGC3	0.0	0.039669282107837336	0.03101243612692883	0.06288062201451318	0.02935974608135584	0.03934717624259444
PDE6A	0.02556335407484766	0.09815019264723167	0.0	0.03906050654482483	0.03213233570866883	0.012009656681411532
DCTN4	0.013290130026580846	0.022550047219680704	0.018260069174984822	0.08591603028911476	0.031368139951545373	0.014232734171777396
FAT2	0.0	0.014693625216998896	0.02550280184269727	0.0733346993769295	0.0431484583552678	0.046832795018982847
ADAM19	0.028534259876314978	0.04360541210468071	0.0	0.03965363449816593	0.04375832092675377	0.08444418599494107
INSYN2B	0.0649106622063668	0.012607766922442618	0.0	0.04524458564578744	0.04801527081563269	0.06547097122762657
KCNMB1	0.0	0.06610346680358496	0.0	0.038246616592695445	0.08676061231305435	0.029628231773281766
STK10	0.04576056300268834	0.024699688585324907	0.04264808227152615	0.0	0.052035515701133	0.08758105069454411
NSG2	0.0734843238738374	0.0	0.0142846463203981	0.06128729371991929	0.03178685746293379	0.02701485876948894
RAB24	0.0490094639485556	0.0375755605373057	0.07286778160265699	0.0	0.03880331985924504	0.019489404275071343
TMED9	0.07394473002522875	0.0	0.020058617468982805	0.03876524620877296	0.0600905124218747	0.027845737849135507
SERPINB6	0.05994896905827759	0.014134962602088495	0.021460237992382517	0.04688720420660292	0.03522116817417824	0.037758736952520994
FAM50B	0.05107139129922395	0.037272688054901776	0.042100320482024264	0.0335452112891699	0.011606739275995663	0.034852402655983786
NEDD9	0.02543052287144518	0.011918451466032142	0.053681520034281685	0.03533565419303703	0.03437855226207845	0.05924008944033529
PRRC2A	0.029762346780457048	0.05394560944708645	0.0	0.05668557659473622	0.05427855242222121	0.009480212846844457
LY6G5B	0.021472015144746334	0.04072462786082555	0.002263854650690633	0.0759957928945705	0.028972890714824204	0.029206137445052932
SYNGAP1	0.018832278463571564	0.0	0.013336420262664156	0.06942966560939454	0.0600997663991115	0.05525151244824712
TAF11	0.04872564458631856	0.05944222454162544	0.009024504322252009	0.06700424452266394	0.003681492729174156	0.0
RPL10A	0.06692944687309853	0.021907644706138645	0.011023499624040178	0.06780527275461153	0.012436935512830817	0.01831916318940967
OARD1	0.031445896608438315	0.013874422784896095	0.01616530248295097	0.07174247028541882	0.03253836245768994	0.03760095219993566
UBR2	0.06161556811504583	0.003905478550562592	0.04895557511881401	0.015421384036875796	0.05766023332179881	0.04021658036598411
LRRC73	0.07100865076668447	0.0	0.02080214982065148	0.06036187068377136	0.03484724120708138	0.017028675405394718
MRPL14	0.054059313970293246	0.037371056662986145	0.02705945915537054	0.009633101336362034	0.047730857419750757	0.06501301649380521
C6orf141	0.04388750273341963	0.025527623509701933	0.04290414202375225	0.023489277162185702	0.052994597477713644	0.029974160456598495
COL9A1	0.03201240909558217	0.06628698053174871	0.04662960680972044	0.012436019220427601	0.04880690266229946	0.0014401318551359398
B3GAT2	0.012114895045233286	0.053889738716881595	0.029148585243825954	0.06610402940029075	0.021793707409830883	0.0
KHDC1L	0.05250108433100921	0.041879663783808724	0.03688187753029376	0.01393309167329985	0.0414673212048437	0.03893964804135698
OOEP	0.04826678241308673	0.02746914425125856	0.031416812362779004	0.04589313739369167	0.0	0.06781656206818346
TUBE1	0.02676042573109507	0.022555575430397535	0.06051340840261252	0.05007343420875831	0.007176655622453008	0.027805208224307133
KPNA5	0.052097604420689676	0.015409713495982025	0.05511195870276565	0.0	0.04356935737393623	0.08248473073783144
DCBLD1	0.013203251044997671	0.042801362946901705	0.021869344561491644	0.07078470035907458	0.020494677767477654	0.02288949601142004
LAMA2	0.007074279039571411	0.01174299012972824	0.04399995491776042	0.046672532670282665	0.07186885571521959	0.025768820345473335
MOXD1	0.06027107724131195	0.015458410950404315	0.048041399931483916	0.02038544862442329	0.0372681524544276	0.0422033672115276
STX7	0.035441489679786525	0.0024729184558266895	0.01929258279089652	0.04884794611530706	0.03904590594376777	0.08994775463053267
HECA	0.02488421544443585	0.05747346340087788	0.04216606717754785	0.02649470058834162	0.036129873253654105	0.02102560928055365
KATNA1	0.022756064873992333	0.056389128879795206	0.02157978284227974	0.05771143421590572	0.0336464127156188	0.0
SLC22A2	0.02134443328761431	0.04939614665163009	0.04257585359341881	0.037273069601625436	0.027881128746994145	0.02577704815370958
PLG	0.04311089846424635	0.05353175152542326	0.04218460901278118	0.012875643690401853	0.022853535684499913	0.05105910220542215
PRR18	0.053552124562104	0.014143513069854183	0.0674656611538192	0.005773932402638306	0.058811546213089545	0.01903005616024258
PHF10	0.049887010858495034	0.03291404534463068	0.028518465734453786	0.0515390335763875	0.0044535190769611575	0.03959210207941595
GPER1	0.03784935278909058	0.06026659590253904	0.04374554011882922	0.033351389959630065	0.0	0.031025526475516475
ANKMY2	0.016691149729668897	0.03833713793581535	0.025269427995779047	0.05969943686423169	0.024987730718456825	0.03870524385363435
GTF2IRD2	0.0339565442646842	0.0	0.05669129435410389	0.0335683955028828	0.011064761607824818	0.09739425922515448
STYXL1	0.0	0.03473704915977271	0.022921794292233448	0.04094288927849605	0.03031155883205314	0.11376069554759602
FGL2	0.04356738575979787	0.0	0.04656488661251694	0.023252626999078586	0.06610748528043818	0.050744078681114156
PHTF2	0.06840365543784795	0.03492453486042628	0.06962856120483607	0.0006446647315339747	0.008059976541908093	0.03993982344163209
MAGI2	0.07888114835306423	0.0	0.06211576101052621	0.006414971896921899	0.04065975397637837	0.04009312355434931
CDK14	0.028656034266224685	0.03642918950802339	0.00013320091755463623	0.06213909722850759	0.03783081117863236	0.050010998877683475
PTCD1	0.001759504718404021	0.028495453759604168	0.035073908044284625	0.0446722789915495	0.04569777722267576	0.06474305479725082
CYP3A5	0.04009126883642871	0.04143703177985352	0.05003780519973347	0.022441573206191164	0.02775277807482575	0.0315279070815871
PPP1R35	0.06844943395995962	0.023409796840840807	0.017992575208282305	0.05660906506004017	0.022087204048200245	0.011642312347037677
SLC12A9	0.039054922255427366	0.02692939366980399	0.0	0.07083527959976435	0.045212274596947905	0.020903991871836766
TRIM56	0.024285084866795512	0.015797539773086164	0.025931567880664676	0.0709981307381504	0.032480992132885494	0.02818962590130399
ZNF277	0.0736278408490258	0.04952503569090693	0.059287119658684787	0.002975333932865199	0.014570271535989774	0.012435006355665322
PPP1R3A	0.03199257156174096	0.0	0.06917597577808518	0.014395621583746705	0.06756523856457189	0.04038424534334272
CADPS2	0.07397634585908813	0.03691890190299371	0.053882106119284984	0.008092414289980442	0.024496003342083655	0.018288083121357913
CHRM2	0.011513501536448189	0.053869361821467995	0.034540616597712716	0.061020304912174174	0.0031811639966423024	0.02913120687586845
CUL1	0.0527773865903913	0.035009343927773724	0.0530871835042602	0.0	0.024365387425642555	0.0764258597723368
GALNT11	0.025171366435778057	0.02909321305728723	0.0344489160240868	0.060977065434060854	0.0	0.05767895498166715
LMBR1	0.02310078328040787	0.03070486792743238	0.034858774947275954	0.06414303600325677	0.015335579011291988	0.026552996812394165
UBE3C	0.04483271851893153	0.0	0.020433906637527928	0.0738256509582383	0.022487092442556644	0.04317580314667942
LONRF1	0.0	0.03385706538379598	0.0374579259685695	0.049731685548824775	0.02408632497045192	0.07562382663216043
MSR1	0.018703796569955678	0.07823935139331202	0.0210307471572067	0.035995167909579365	0.04797495609979981	0.0
GFRA2	0.011804916514374863	0.027714303031496596	0.0047076367035776565	0.06397978989151702	0.07013655434050586	0.03135554896430152
ENTPD4	0.0702905161925226	0.04345155937660834	0.037824526834886164	0.03415526289569371	0.002750374687213583	0.014876512265636195
SCARA3	0.08549445285601663	0.024256964759710623	0.05491264796798333	0.012958300463462047	0.02601581800347114	0.007759525505708758
PPP2CB	0.041343500225492005	0.019056462098339638	0.07026486725733407	0.02701727627807353	0.021600169269327132	0.02691909768018462
EIF4EBP1	0.025934950844103983	0.05029748437392147	0.0038125716124678935	0.060715245140842	0.057196286807729695	0.0
ASH2L	0.04072309155225896	0.0	0.06168114299161857	0.024830632878484173	0.06056517745595072	0.027077142354264713
BAG4	0.0	0.044225133187281905	0.02730330323436174	0.03641095329345398	0.07476233880414916	0.03430503713957735
SLC20A2	0.051125915734077605	0.0	0.02196528456135575	0.06324427509215923	0.029692059940594928	0.046325878997620334
XKR4	0.019794666205891594	0.009675454309044186	0.03553695091131516	0.052013873554633966	0.03646946247692636	0.06456062754876085
CRH	0.018562353272261654	0.01994067739563462	0.022043119146045637	0.06614581818330176	0.0570561224350574	0.014073626933071043
SLCO5A1	0.039857406352297696	0.04627776910203545	0.0	0.07391879291134508	0.02198210641985124	0.012570600694166689
XKR9	0.04238260507215429	0.06130271009526457	0.010249948265293586	0.045321404881408824	0.04181811744177217	0.0
PKIA	0.0	0.03170400388315181	0.03386346357721455	0.05463940469408306	0.05929361198865498	0.021296182559629645
IL7	0.07323781132945655	0.0	0.013948799369615399	0.05034852769514389	0.047891958739432985	0.032485728717651874
SDC2	0.053503727923587	0.025539357518084536	0.003705535429573331	0.06284148723772535	0.04017047883843495	0.019608155168271767
EIF3E	0.012202090737858672	0.08609081990952926	0.0	0.04965815390540319	0.03173272234571964	0.028557377174663175
